id,Date,Fire Details,TFS,Location,Civilian Impact,Sprinkler Systems,Smoke Alarms,Fire Alarms,Damages
1704727,2016-11-14,fr1704727,F16106283,loc1704727,ci1704727,sp1704727,sa1704727,fa1704727,d1704727
1704728,2016-11-15,fr1704728,F16106675,loc1704728,ci1704728,sp1704728,sa1704728,fa1704728,d1704728
1704729,2015-01-13,fr1704729,F15004131,loc1704729,ci1704729,sp1704729,sa1704729,fa1704729,d1704729
1704730,2011-04-29,fr1704730,F11047955,loc1704730,ci1704730,sp1704730,sa1704730,fa1704730,d1704730
1704731,2011-05-04,fr1704731,F11049675,loc1704731,ci1704731,sp1704731,sa1704731,fa1704731,d1704731
1704732,2011-05-06,fr1704732,F11050555,loc1704732,ci1704732,sp1704732,sa1704732,fa1704732,d1704732
1704733,2011-04-20,fr1704733,F11044447,loc1704733,ci1704733,sp1704733,sa1704733,fa1704733,d1704733
1704734,2011-04-23,fr1704734,F11045565,loc1704734,ci1704734,sp1704734,sa1704734,fa1704734,d1704734
1704735,2011-04-25,fr1704735,F11046042,loc1704735,ci1704735,sp1704735,sa1704735,fa1704735,d1704735
1704736,2011-04-29,fr1704736,F11047885,loc1704736,ci1704736,sp1704736,sa1704736,fa1704736,d1704736
1704737,2012-10-20,fr1704737,F12104266,loc1704737,ci1704737,sp1704737,sa1704737,fa1704737,d1704737
1704738,2016-04-20,fr1704738,F16034646,loc1704738,ci1704738,sp1704738,sa1704738,fa1704738,d1704738
1704739,2017-06-06,fr1704739,F17051484,loc1704739,ci1704739,sp1704739,sa1704739,fa1704739,d1704739
1704740,2012-10-21,fr1704740,F12104619,loc1704740,ci1704740,sp1704740,sa1704740,fa1704740,d1704740
1704741,2015-05-31,fr1704741,F15050323,loc1704741,ci1704741,sp1704741,sa1704741,fa1704741,d1704741
1704742,2015-11-26,fr1704742,F15109531,loc1704742,ci1704742,sp1704742,sa1704742,fa1704742,d1704742
1704743,2012-10-24,fr1704743,F12105520,loc1704743,ci1704743,sp1704743,sa1704743,fa1704743,d1704743
1704744,2012-10-25,fr1704744,F12105557,loc1704744,ci1704744,sp1704744,sa1704744,fa1704744,d1704744
1704745,2015-01-13,fr1704745,F15004323,loc1704745,ci1704745,sp1704745,sa1704745,fa1704745,d1704745
1704746,2011-05-24,fr1704746,F11057825,loc1704746,ci1704746,sp1704746,sa1704746,fa1704746,d1704746
1704747,2015-01-14,fr1704747,F15004490,loc1704747,ci1704747,sp1704747,sa1704747,fa1704747,d1704747
1704748,2013-04-17,fr1704748,F13029148,loc1704748,ci1704748,sp1704748,sa1704748,fa1704748,d1704748
1704749,2013-04-19,fr1704749,F13029440,loc1704749,ci1704749,sp1704749,sa1704749,fa1704749,d1704749
1704750,2015-01-14,fr1704750,F15004585,loc1704750,ci1704750,sp1704750,sa1704750,fa1704750,d1704750
1704751,2016-11-16,fr1704751,F16106735,loc1704751,ci1704751,sp1704751,sa1704751,fa1704751,d1704751
1704752,2011-04-30,fr1704752,F11048308,loc1704752,ci1704752,sp1704752,sa1704752,fa1704752,d1704752
1704753,2011-05-04,fr1704753,F11049844,loc1704753,ci1704753,sp1704753,sa1704753,fa1704753,d1704753
1704754,2011-05-07,fr1704754,F11050771,loc1704754,ci1704754,sp1704754,sa1704754,fa1704754,d1704754
1704755,2011-05-10,fr1704755,F11052022,loc1704755,ci1704755,sp1704755,sa1704755,fa1704755,d1704755
1704756,2011-05-13,fr1704756,F11053348,loc1704756,ci1704756,sp1704756,sa1704756,fa1704756,d1704756
1704757,2011-05-13,fr1704757,F11053455,loc1704757,ci1704757,sp1704757,sa1704757,fa1704757,d1704757
1704758,2011-05-15,fr1704758,F11054067,loc1704758,ci1704758,sp1704758,sa1704758,fa1704758,d1704758
1704759,2011-05-17,fr1704759,F11054845,loc1704759,ci1704759,sp1704759,sa1704759,fa1704759,d1704759
1704760,2011-05-19,fr1704760,F11055421,loc1704760,ci1704760,sp1704760,sa1704760,fa1704760,d1704760
1704761,2011-05-20,fr1704761,F11055866,loc1704761,ci1704761,sp1704761,sa1704761,fa1704761,d1704761
1704762,2011-05-20,fr1704762,F11056199,loc1704762,ci1704762,sp1704762,sa1704762,fa1704762,d1704762
1704763,2011-05-21,fr1704763,F11056407,loc1704763,ci1704763,sp1704763,sa1704763,fa1704763,d1704763
1704764,2011-05-23,fr1704764,F11057403,loc1704764,ci1704764,sp1704764,sa1704764,fa1704764,d1704764
1704765,2011-05-24,fr1704765,F11057708,loc1704765,ci1704765,sp1704765,sa1704765,fa1704765,d1704765
1704766,2012-10-25,fr1704766,F12105591,loc1704766,ci1704766,sp1704766,sa1704766,fa1704766,d1704766
1704767,2017-06-06,fr1704767,F17051669,loc1704767,ci1704767,sp1704767,sa1704767,fa1704767,d1704767
1704768,2017-07-17,fr1704768,F17066887,loc1704768,ci1704768,sp1704768,sa1704768,fa1704768,d1704768
1704769,2012-10-26,fr1704769,F12106044,loc1704769,ci1704769,sp1704769,sa1704769,fa1704769,d1704769
1704770,2015-11-27,fr1704770,F15109792,loc1704770,ci1704770,sp1704770,sa1704770,fa1704770,d1704770
1704771,2015-11-27,fr1704771,F15109913,loc1704771,ci1704771,sp1704771,sa1704771,fa1704771,d1704771
1704772,2012-10-28,fr1704772,F12106557,loc1704772,ci1704772,sp1704772,sa1704772,fa1704772,d1704772
1704773,2016-04-22,fr1704773,F16035244,loc1704773,ci1704773,sp1704773,sa1704773,fa1704773,d1704773
1704774,2017-03-02,fr1704774,F17019505,loc1704774,ci1704774,sp1704774,sa1704774,fa1704774,d1704774
1704775,2013-04-19,fr1704775,F13029659,loc1704775,ci1704775,sp1704775,sa1704775,fa1704775,d1704775
1704776,2011-07-16,fr1704776,F11080844,loc1704776,ci1704776,sp1704776,sa1704776,fa1704776,d1704776
1704777,2011-07-17,fr1704777,F11081315,loc1704777,ci1704777,sp1704777,sa1704777,fa1704777,d1704777
1704778,2013-04-21,fr1704778,F13030092,loc1704778,ci1704778,sp1704778,sa1704778,fa1704778,d1704778
1704779,2016-09-01,fr1704779,F16081539,loc1704779,ci1704779,sp1704779,sa1704779,fa1704779,d1704779
1704780,2016-01-23,fr1704780,F16006972,loc1704780,ci1704780,sp1704780,sa1704780,fa1704780,d1704780
1704781,2013-04-26,fr1704781,F13031406,loc1704781,ci1704781,sp1704781,sa1704781,fa1704781,d1704781
1704782,2016-01-26,fr1704782,F16007955,loc1704782,ci1704782,sp1704782,sa1704782,fa1704782,d1704782
1704783,2013-05-06,fr1704783,F13034461,loc1704783,ci1704783,sp1704783,sa1704783,fa1704783,d1704783
1704784,2014-04-24,fr1704784,F14035599,loc1704784,ci1704784,sp1704784,sa1704784,fa1704784,d1704784
1704785,2013-05-13,fr1704785,F13036478,loc1704785,ci1704785,sp1704785,sa1704785,fa1704785,d1704785
1704786,2013-05-16,fr1704786,F13037249,loc1704786,ci1704786,sp1704786,sa1704786,fa1704786,d1704786
1704787,2013-05-16,fr1704787,F13037380,loc1704787,ci1704787,sp1704787,sa1704787,fa1704787,d1704787
1704788,2011-05-25,fr1704788,F11058090,loc1704788,ci1704788,sp1704788,sa1704788,fa1704788,d1704788
1704789,2011-05-28,fr1704789,F11059053,loc1704789,ci1704789,sp1704789,sa1704789,fa1704789,d1704789
1704790,2011-06-21,fr1704790,F11069936,loc1704790,ci1704790,sp1704790,sa1704790,fa1704790,d1704790
1704791,2011-05-31,fr1704791,F11060606,loc1704791,ci1704791,sp1704791,sa1704791,fa1704791,d1704791
1704792,2011-06-01,fr1704792,F11061222,loc1704792,ci1704792,sp1704792,sa1704792,fa1704792,d1704792
1704793,2011-06-02,fr1704793,F11061746,loc1704793,ci1704793,sp1704793,sa1704793,fa1704793,d1704793
1704794,2011-06-03,fr1704794,F11061861,loc1704794,ci1704794,sp1704794,sa1704794,fa1704794,d1704794
1704795,2011-06-04,fr1704795,F11062467,loc1704795,ci1704795,sp1704795,sa1704795,fa1704795,d1704795
1704796,2011-06-08,fr1704796,F11064055,loc1704796,ci1704796,sp1704796,sa1704796,fa1704796,d1704796
1704797,2011-06-08,fr1704797,F11064244,loc1704797,ci1704797,sp1704797,sa1704797,fa1704797,d1704797
1704798,2011-06-10,fr1704798,F11065090,loc1704798,ci1704798,sp1704798,sa1704798,fa1704798,d1704798
1704799,2011-06-10,fr1704799,F11065254,loc1704799,ci1704799,sp1704799,sa1704799,fa1704799,d1704799
1704800,2011-06-10,fr1704800,F11065301,loc1704800,ci1704800,sp1704800,sa1704800,fa1704800,d1704800
1704801,2011-06-11,fr1704801,F11065735,loc1704801,ci1704801,sp1704801,sa1704801,fa1704801,d1704801
1704802,2011-06-13,fr1704802,F11066336,loc1704802,ci1704802,sp1704802,sa1704802,fa1704802,d1704802
1704803,2011-06-13,fr1704803,F11066602,loc1704803,ci1704803,sp1704803,sa1704803,fa1704803,d1704803
1704804,2011-06-14,fr1704804,F11066888,loc1704804,ci1704804,sp1704804,sa1704804,fa1704804,d1704804
1704805,2011-06-16,fr1704805,F11067623,loc1704805,ci1704805,sp1704805,sa1704805,fa1704805,d1704805
1704806,2011-06-16,fr1704806,F11067683,loc1704806,ci1704806,sp1704806,sa1704806,fa1704806,d1704806
1704807,2016-09-06,fr1704807,F16083005,loc1704807,ci1704807,sp1704807,sa1704807,fa1704807,d1704807
1704808,2016-06-08,fr1704808,F16051247,loc1704808,ci1704808,sp1704808,sa1704808,fa1704808,d1704808
1704809,2014-04-12,fr1704809,F14032034,loc1704809,ci1704809,sp1704809,sa1704809,fa1704809,d1704809
1704810,2013-04-22,fr1704810,F13030294,loc1704810,ci1704810,sp1704810,sa1704810,fa1704810,d1704810
1704811,2017-01-14,fr1704811,F17004485,loc1704811,ci1704811,sp1704811,sa1704811,fa1704811,d1704811
1704812,2017-01-14,fr1704812,F17004611,loc1704812,ci1704812,sp1704812,sa1704812,fa1704812,d1704812
1704813,2015-08-09,fr1704813,F15074370,loc1704813,ci1704813,sp1704813,sa1704813,fa1704813,d1704813
1704814,2017-01-14,fr1704814,F17004777,loc1704814,ci1704814,sp1704814,sa1704814,fa1704814,d1704814
1704815,2015-01-17,fr1704815,F15005468,loc1704815,ci1704815,sp1704815,sa1704815,fa1704815,d1704815
1704816,2017-07-15,fr1704816,F17066035,loc1704816,ci1704816,sp1704816,sa1704816,fa1704816,d1704816
1704817,2016-01-25,fr1704817,F16007570,loc1704817,ci1704817,sp1704817,sa1704817,fa1704817,d1704817
1704818,2011-06-17,fr1704818,F11068051,loc1704818,ci1704818,sp1704818,sa1704818,fa1704818,d1704818
1704819,2011-06-17,fr1704819,F11068231,loc1704819,ci1704819,sp1704819,sa1704819,fa1704819,d1704819
1704820,2011-06-18,fr1704820,F11068501,loc1704820,ci1704820,sp1704820,sa1704820,fa1704820,d1704820
1704821,2011-06-18,fr1704821,F11068548,loc1704821,ci1704821,sp1704821,sa1704821,fa1704821,d1704821
1704822,2011-06-18,fr1704822,F11068605,loc1704822,ci1704822,sp1704822,sa1704822,fa1704822,d1704822
1704823,2011-06-19,fr1704823,F11068953,loc1704823,ci1704823,sp1704823,sa1704823,fa1704823,d1704823
1704824,2011-06-21,fr1704824,F11069797,loc1704824,ci1704824,sp1704824,sa1704824,fa1704824,d1704824
1704825,2016-01-26,fr1704825,F16007783,loc1704825,ci1704825,sp1704825,sa1704825,fa1704825,d1704825
1704826,2014-04-15,fr1704826,F14032854,loc1704826,ci1704826,sp1704826,sa1704826,fa1704826,d1704826
1704827,2014-04-16,fr1704827,F14033186,loc1704827,ci1704827,sp1704827,sa1704827,fa1704827,d1704827
1704828,2017-05-27,fr1704828,F17048014,loc1704828,ci1704828,sp1704828,sa1704828,fa1704828,d1704828
1704829,2015-01-19,fr1704829,F15006039,loc1704829,ci1704829,sp1704829,sa1704829,fa1704829,d1704829
1704830,2011-06-25,fr1704830,F11071451,loc1704830,ci1704830,sp1704830,sa1704830,fa1704830,d1704830
1704831,2011-06-27,fr1704831,F11072245,loc1704831,ci1704831,sp1704831,sa1704831,fa1704831,d1704831
1704832,2011-06-29,fr1704832,F11073044,loc1704832,ci1704832,sp1704832,sa1704832,fa1704832,d1704832
1704833,2011-07-02,fr1704833,F11074730,loc1704833,ci1704833,sp1704833,sa1704833,fa1704833,d1704833
1704834,2011-07-03,fr1704834,F11075066,loc1704834,ci1704834,sp1704834,sa1704834,fa1704834,d1704834
1704835,2011-07-04,fr1704835,F11075489,loc1704835,ci1704835,sp1704835,sa1704835,fa1704835,d1704835
1704836,2014-03-17,fr1704836,F14024562,loc1704836,ci1704836,sp1704836,sa1704836,fa1704836,d1704836
1704837,2016-01-16,fr1704837,F16004802,loc1704837,ci1704837,sp1704837,sa1704837,fa1704837,d1704837
1704838,2015-07-31,fr1704838,F15071144,loc1704838,ci1704838,sp1704838,sa1704838,fa1704838,d1704838
1704839,2016-08-30,fr1704839,F16080877,loc1704839,ci1704839,sp1704839,sa1704839,fa1704839,d1704839
1704840,2014-03-31,fr1704840,F14028438,loc1704840,ci1704840,sp1704840,sa1704840,fa1704840,d1704840
1704841,2017-07-14,fr1704841,F17065830,loc1704841,ci1704841,sp1704841,sa1704841,fa1704841,d1704841
1704842,2015-01-13,fr1704842,F15004315,loc1704842,ci1704842,sp1704842,sa1704842,fa1704842,d1704842
1704843,2016-01-23,fr1704843,F16007040,loc1704843,ci1704843,sp1704843,sa1704843,fa1704843,d1704843
1704844,2013-04-24,fr1704844,F13030869,loc1704844,ci1704844,sp1704844,sa1704844,fa1704844,d1704844
1704845,2015-01-19,fr1704845,F15006126,loc1704845,ci1704845,sp1704845,sa1704845,fa1704845,d1704845
1704846,2015-08-10,fr1704846,F15074571,loc1704846,ci1704846,sp1704846,sa1704846,fa1704846,d1704846
1704847,2015-08-10,fr1704847,F15074711,loc1704847,ci1704847,sp1704847,sa1704847,fa1704847,d1704847
1704848,2014-04-16,fr1704848,F14033403,loc1704848,ci1704848,sp1704848,sa1704848,fa1704848,d1704848
1704849,2014-04-17,fr1704849,F14033610,loc1704849,ci1704849,sp1704849,sa1704849,fa1704849,d1704849
1704850,2016-09-02,fr1704850,F16081715,loc1704850,ci1704850,sp1704850,sa1704850,fa1704850,d1704850
1704851,2016-09-02,fr1704851,F16081827,loc1704851,ci1704851,sp1704851,sa1704851,fa1704851,d1704851
1704852,2014-11-10,fr1704852,F14098973,loc1704852,ci1704852,sp1704852,sa1704852,fa1704852,d1704852
1704853,2016-09-02,fr1704853,F16081908,loc1704853,ci1704853,sp1704853,sa1704853,fa1704853,d1704853
1704854,2013-05-01,fr1704854,F13032718,loc1704854,ci1704854,sp1704854,sa1704854,fa1704854,d1704854
1704855,2016-09-03,fr1704855,F16082160,loc1704855,ci1704855,sp1704855,sa1704855,fa1704855,d1704855
1704856,2016-01-27,fr1704856,F16008113,loc1704856,ci1704856,sp1704856,sa1704856,fa1704856,d1704856
1704857,2016-01-27,fr1704857,F16008224,loc1704857,ci1704857,sp1704857,sa1704857,fa1704857,d1704857
1704858,2016-01-27,fr1704858,F16008292,loc1704858,ci1704858,sp1704858,sa1704858,fa1704858,d1704858
1704859,2014-04-20,fr1704859,F14034273,loc1704859,ci1704859,sp1704859,sa1704859,fa1704859,d1704859
1704860,2013-05-03,fr1704860,F13033343,loc1704860,ci1704860,sp1704860,sa1704860,fa1704860,d1704860
1704861,2017-06-11,fr1704861,F17053591,loc1704861,ci1704861,sp1704861,sa1704861,fa1704861,d1704861
1704862,2017-04-08,fr1704862,F17031635,loc1704862,ci1704862,sp1704862,sa1704862,fa1704862,d1704862
1704863,2017-04-09,fr1704863,F17031802,loc1704863,ci1704863,sp1704863,sa1704863,fa1704863,d1704863
1704864,2017-04-09,fr1704864,F17032047,loc1704864,ci1704864,sp1704864,sa1704864,fa1704864,d1704864
1704865,2015-01-21,fr1704865,F15006882,loc1704865,ci1704865,sp1704865,sa1704865,fa1704865,d1704865
1704866,2017-06-12,fr1704866,F17053832,loc1704866,ci1704866,sp1704866,sa1704866,fa1704866,d1704866
1704867,2013-05-06,fr1704867,F13034419,loc1704867,ci1704867,sp1704867,sa1704867,fa1704867,d1704867
1704868,2016-11-19,fr1704868,F16107703,loc1704868,ci1704868,sp1704868,sa1704868,fa1704868,d1704868
1704869,2013-05-07,fr1704869,F13034843,loc1704869,ci1704869,sp1704869,sa1704869,fa1704869,d1704869
1704870,2016-04-22,fr1704870,F16035293,loc1704870,ci1704870,sp1704870,sa1704870,fa1704870,d1704870
1704871,2016-08-02,fr1704871,F16071042,loc1704871,ci1704871,sp1704871,sa1704871,fa1704871,d1704871
1704872,2015-06-03,fr1704872,F15051241,loc1704872,ci1704872,sp1704872,sa1704872,fa1704872,d1704872
1704873,2012-10-30,fr1704873,F12107391,loc1704873,ci1704873,sp1704873,sa1704873,fa1704873,d1704873
1704874,2012-10-30,fr1704874,F12107581,loc1704874,ci1704874,sp1704874,sa1704874,fa1704874,d1704874
1704875,2017-07-13,fr1704875,F17065346,loc1704875,ci1704875,sp1704875,sa1704875,fa1704875,d1704875
1704876,2015-11-28,fr1704876,F15110415,loc1704876,ci1704876,sp1704876,sa1704876,fa1704876,d1704876
1704877,2015-06-05,fr1704877,F15051947,loc1704877,ci1704877,sp1704877,sa1704877,fa1704877,d1704877
1704878,2016-04-23,fr1704878,F16035562,loc1704878,ci1704878,sp1704878,sa1704878,fa1704878,d1704878
1704879,2014-10-20,fr1704879,F14092296,loc1704879,ci1704879,sp1704879,sa1704879,fa1704879,d1704879
1704880,2016-06-05,fr1704880,F16050206,loc1704880,ci1704880,sp1704880,sa1704880,fa1704880,d1704880
1704881,2014-04-22,fr1704881,F14035037,loc1704881,ci1704881,sp1704881,sa1704881,fa1704881,d1704881
1704882,2014-04-23,fr1704882,F14035290,loc1704882,ci1704882,sp1704882,sa1704882,fa1704882,d1704882
1704883,2014-04-24,fr1704883,F14035403,loc1704883,ci1704883,sp1704883,sa1704883,fa1704883,d1704883
1704884,2013-05-10,fr1704884,F13035551,loc1704884,ci1704884,sp1704884,sa1704884,fa1704884,d1704884
1704885,2013-05-12,fr1704885,F13036149,loc1704885,ci1704885,sp1704885,sa1704885,fa1704885,d1704885
1704886,2015-08-16,fr1704886,F15076551,loc1704886,ci1704886,sp1704886,sa1704886,fa1704886,d1704886
1704887,2014-04-25,fr1704887,F14035725,loc1704887,ci1704887,sp1704887,sa1704887,fa1704887,d1704887
1704888,2014-04-25,fr1704888,F14035740,loc1704888,ci1704888,sp1704888,sa1704888,fa1704888,d1704888
1704889,2013-05-14,fr1704889,F13036807,loc1704889,ci1704889,sp1704889,sa1704889,fa1704889,d1704889
1704890,2014-04-25,fr1704890,F14035902,loc1704890,ci1704890,sp1704890,sa1704890,fa1704890,d1704890
1704891,2011-07-20,fr1704891,F11082513,loc1704891,ci1704891,sp1704891,sa1704891,fa1704891,d1704891
1704892,2011-08-02,fr1704892,F11088584,loc1704892,ci1704892,sp1704892,sa1704892,fa1704892,d1704892
1704893,2011-08-05,fr1704893,F11089780,loc1704893,ci1704893,sp1704893,sa1704893,fa1704893,d1704893
1704894,2011-07-07,fr1704894,F11076751,loc1704894,ci1704894,sp1704894,sa1704894,fa1704894,d1704894
1704895,2011-07-08,fr1704895,F11076997,loc1704895,ci1704895,sp1704895,sa1704895,fa1704895,d1704895
1704896,2011-07-08,fr1704896,F11077308,loc1704896,ci1704896,sp1704896,sa1704896,fa1704896,d1704896
1704897,2011-07-08,fr1704897,F11077352,loc1704897,ci1704897,sp1704897,sa1704897,fa1704897,d1704897
1704898,2011-07-09,fr1704898,F11077756,loc1704898,ci1704898,sp1704898,sa1704898,fa1704898,d1704898
1704899,2014-04-26,fr1704899,F14035948,loc1704899,ci1704899,sp1704899,sa1704899,fa1704899,d1704899
1704900,2016-06-06,fr1704900,F16050417,loc1704900,ci1704900,sp1704900,sa1704900,fa1704900,d1704900
1704901,2016-06-06,fr1704901,F16050586,loc1704901,ci1704901,sp1704901,sa1704901,fa1704901,d1704901
1704902,2013-05-14,fr1704902,F13036843,loc1704902,ci1704902,sp1704902,sa1704902,fa1704902,d1704902
1704903,2015-01-28,fr1704903,F15008886,loc1704903,ci1704903,sp1704903,sa1704903,fa1704903,d1704903
1704904,2014-04-27,fr1704904,F14036248,loc1704904,ci1704904,sp1704904,sa1704904,fa1704904,d1704904
1704905,2012-11-02,fr1704905,F12108446,loc1704905,ci1704905,sp1704905,sa1704905,fa1704905,d1704905
1704906,2012-11-03,fr1704906,F12108612,loc1704906,ci1704906,sp1704906,sa1704906,fa1704906,d1704906
1704907,2016-08-03,fr1704907,F16071217,loc1704907,ci1704907,sp1704907,sa1704907,fa1704907,d1704907
1704908,2016-08-03,fr1704908,F16071237,loc1704908,ci1704908,sp1704908,sa1704908,fa1704908,d1704908
1704909,2012-11-06,fr1704909,F12109488,loc1704909,ci1704909,sp1704909,sa1704909,fa1704909,d1704909
1704910,2015-12-01,fr1704910,F15111145,loc1704910,ci1704910,sp1704910,sa1704910,fa1704910,d1704910
1704911,2017-04-28,fr1704911,F17038191,loc1704911,ci1704911,sp1704911,sa1704911,fa1704911,d1704911
1704912,2012-11-09,fr1704912,F12110324,loc1704912,ci1704912,sp1704912,sa1704912,fa1704912,d1704912
1704913,2016-04-26,fr1704913,F16036314,loc1704913,ci1704913,sp1704913,sa1704913,fa1704913,d1704913
1704914,2016-10-24,fr1704914,F16099356,loc1704914,ci1704914,sp1704914,sa1704914,fa1704914,d1704914
1704915,2014-04-27,fr1704915,F14036468,loc1704915,ci1704915,sp1704915,sa1704915,fa1704915,d1704915
1704916,2014-04-28,fr1704916,F14036541,loc1704916,ci1704916,sp1704916,sa1704916,fa1704916,d1704916
1704917,2013-05-16,fr1704917,F13037469,loc1704917,ci1704917,sp1704917,sa1704917,fa1704917,d1704917
1704918,2013-05-18,fr1704918,F13037852,loc1704918,ci1704918,sp1704918,sa1704918,fa1704918,d1704918
1704919,2016-09-06,fr1704919,F16083189,loc1704919,ci1704919,sp1704919,sa1704919,fa1704919,d1704919
1704920,2016-09-06,fr1704920,F16083202,loc1704920,ci1704920,sp1704920,sa1704920,fa1704920,d1704920
1704921,2014-04-30,fr1704921,F14037150,loc1704921,ci1704921,sp1704921,sa1704921,fa1704921,d1704921
1704922,2016-09-06,fr1704922,F16083296,loc1704922,ci1704922,sp1704922,sa1704922,fa1704922,d1704922
1704923,2016-02-02,fr1704923,F16010021,loc1704923,ci1704923,sp1704923,sa1704923,fa1704923,d1704923
1704924,2013-05-18,fr1704924,F13037950,loc1704924,ci1704924,sp1704924,sa1704924,fa1704924,d1704924
1704925,2011-07-11,fr1704925,F11078343,loc1704925,ci1704925,sp1704925,sa1704925,fa1704925,d1704925
1704926,2011-07-13,fr1704926,F11079305,loc1704926,ci1704926,sp1704926,sa1704926,fa1704926,d1704926
1704927,2011-07-14,fr1704927,F11079789,loc1704927,ci1704927,sp1704927,sa1704927,fa1704927,d1704927
1704928,2011-07-15,fr1704928,F11080140,loc1704928,ci1704928,sp1704928,sa1704928,fa1704928,d1704928
1704929,2011-07-15,fr1704929,F11080393,loc1704929,ci1704929,sp1704929,sa1704929,fa1704929,d1704929
1704930,2011-07-15,fr1704930,F11080397,loc1704930,ci1704930,sp1704930,sa1704930,fa1704930,d1704930
1704931,2016-06-08,fr1704931,F16051298,loc1704931,ci1704931,sp1704931,sa1704931,fa1704931,d1704931
1704932,2016-06-09,fr1704932,F16051476,loc1704932,ci1704932,sp1704932,sa1704932,fa1704932,d1704932
1704933,2016-11-19,fr1704933,F16107955,loc1704933,ci1704933,sp1704933,sa1704933,fa1704933,d1704933
1704934,2014-05-03,fr1704934,F14038135,loc1704934,ci1704934,sp1704934,sa1704934,fa1704934,d1704934
1704935,2016-11-21,fr1704935,F16108340,loc1704935,ci1704935,sp1704935,sa1704935,fa1704935,d1704935
1704936,2016-11-21,fr1704936,F16108412,loc1704936,ci1704936,sp1704936,sa1704936,fa1704936,d1704936
1704937,2011-07-18,fr1704937,F11081501,loc1704937,ci1704937,sp1704937,sa1704937,fa1704937,d1704937
1704938,2011-07-18,fr1704938,F11081725,loc1704938,ci1704938,sp1704938,sa1704938,fa1704938,d1704938
1704939,2011-07-20,fr1704939,F11082278,loc1704939,ci1704939,sp1704939,sa1704939,fa1704939,d1704939
1704940,2011-07-20,fr1704940,F11082323,loc1704940,ci1704940,sp1704940,sa1704940,fa1704940,d1704940
1704941,2011-07-20,fr1704941,F11082423,loc1704941,ci1704941,sp1704941,sa1704941,fa1704941,d1704941
1704942,2011-07-22,fr1704942,F11083568,loc1704942,ci1704942,sp1704942,sa1704942,fa1704942,d1704942
1704943,2011-07-22,fr1704943,F11083576,loc1704943,ci1704943,sp1704943,sa1704943,fa1704943,d1704943
1704944,2011-07-23,fr1704944,F11083980,loc1704944,ci1704944,sp1704944,sa1704944,fa1704944,d1704944
1704945,2011-07-26,fr1704945,F11085415,loc1704945,ci1704945,sp1704945,sa1704945,fa1704945,d1704945
1704946,2011-07-27,fr1704946,F11085724,loc1704946,ci1704946,sp1704946,sa1704946,fa1704946,d1704946
1704947,2011-07-27,fr1704947,F11085904,loc1704947,ci1704947,sp1704947,sa1704947,fa1704947,d1704947
1704948,2011-07-30,fr1704948,F11087315,loc1704948,ci1704948,sp1704948,sa1704948,fa1704948,d1704948
1704949,2011-07-31,fr1704949,F11087699,loc1704949,ci1704949,sp1704949,sa1704949,fa1704949,d1704949
1704950,2011-08-01,fr1704950,F11088160,loc1704950,ci1704950,sp1704950,sa1704950,fa1704950,d1704950
1704951,2014-10-23,fr1704951,F14093175,loc1704951,ci1704951,sp1704951,sa1704951,fa1704951,d1704951
1704952,2016-10-25,fr1704952,F16099434,loc1704952,ci1704952,sp1704952,sa1704952,fa1704952,d1704952
1704953,2015-06-08,fr1704953,F15052922,loc1704953,ci1704953,sp1704953,sa1704953,fa1704953,d1704953
1704954,2015-06-08,fr1704954,F15053048,loc1704954,ci1704954,sp1704954,sa1704954,fa1704954,d1704954
1704955,2013-12-24,fr1704955,F13110071,loc1704955,ci1704955,sp1704955,sa1704955,fa1704955,d1704955
1704956,2013-12-24,fr1704956,F13110357,loc1704956,ci1704956,sp1704956,sa1704956,fa1704956,d1704956
1704957,2013-12-25,fr1704957,F13110793,loc1704957,ci1704957,sp1704957,sa1704957,fa1704957,d1704957
1704958,2012-11-12,fr1704958,F12111261,loc1704958,ci1704958,sp1704958,sa1704958,fa1704958,d1704958
1704959,2012-11-14,fr1704959,F12111713,loc1704959,ci1704959,sp1704959,sa1704959,fa1704959,d1704959
1704960,2017-05-21,fr1704960,F17046037,loc1704960,ci1704960,sp1704960,sa1704960,fa1704960,d1704960
1704961,2013-05-21,fr1704961,F13038827,loc1704961,ci1704961,sp1704961,sa1704961,fa1704961,d1704961
1704962,2016-02-04,fr1704962,F16010607,loc1704962,ci1704962,sp1704962,sa1704962,fa1704962,d1704962
1704963,2015-08-20,fr1704963,F15077843,loc1704963,ci1704963,sp1704963,sa1704963,fa1704963,d1704963
1704964,2015-08-20,fr1704964,F15078170,loc1704964,ci1704964,sp1704964,sa1704964,fa1704964,d1704964
1704965,2013-05-30,fr1704965,F13041787,loc1704965,ci1704965,sp1704965,sa1704965,fa1704965,d1704965
1704966,2011-08-04,fr1704966,F11089304,loc1704966,ci1704966,sp1704966,sa1704966,fa1704966,d1704966
1704967,2011-08-05,fr1704967,F11089775,loc1704967,ci1704967,sp1704967,sa1704967,fa1704967,d1704967
1704968,2011-08-05,fr1704968,F11089816,loc1704968,ci1704968,sp1704968,sa1704968,fa1704968,d1704968
1704969,2011-08-06,fr1704969,F11090224,loc1704969,ci1704969,sp1704969,sa1704969,fa1704969,d1704969
1704970,2011-08-07,fr1704970,F11090572,loc1704970,ci1704970,sp1704970,sa1704970,fa1704970,d1704970
