id,area_of_origin,level_of_origin,exposures,extent_of_fire,final_incident_type,ignition_source,material_first_ignited,possible_cause,smoke_spread,Status_of_Fire_On_Arrival
fr1705165,24,001,,1,1,14,55,20,2,4
fr1705166,22,001,,2,1,71,31,60,6,2
fr1705167,81,,,,1,81,47,52,,3
fr1705168,24,009,,1,1,11,56,47,3,9
fr1705169,71,,,,1,79,51,45,,3
fr1705170,97,,,,1,106,51,99,,4
fr1705171,83,,,,1,24,16,52,,3
fr1705172,81,,,,1,81,97,98,,7
fr1705173,64,002,,4,1,72,99,60,5,4
fr1705174,27,B01,,1,1,73,13,20,3,2
fr1705175,27,B01,,1,1,43,39,28,7,3
fr1705176,22,002,,2,1,24,43,52,2,2
fr1705177,27,001,,2,1,96,83,49,6,1
fr1705178,24,001,,2,1,11,23,44,4,1
fr1705179,23,001,,1,1,72,14,60,4,3
fr1705180,50,B01,,1,1,999,46,99,4,4
fr1705181,44,001,,11,1,999,46,99,7,3
fr1705182,25,B01,,7,1,79,16,46,7,1
fr1705183,86,,,,1,999,47,98,,4
fr1705184,83,,,,1,81,43,52,,1
fr1705185,81,999,,1,1,82,99,98,99,3
fr1705186,44,,,,1,999,46,99,,4
fr1705187,81,,,,1,999,99,99,,7
fr1705188,83,,,,1,81,99,52,,5
fr1705189,86,,,,1,24,48,52,,7
fr1705190,83,,,,1,20,45,52,,3
fr1705191,87,,,,1,999,46,45,,1
fr1705192,64,003,,2,1,71,54,45,2,3
fr1705193,24,008,,2,1,11,23,44,4,2
fr1705194,22,002,,7,1,999,99,99,7,4
fr1705195,55,002,,1,1,83,43,52,4,4
fr1705196,61,001,,1,1,21,97,52,99,3
fr1705197,74,001,,1,1,20,21,52,2,2
fr1705198,81,,,,1,999,99,99,,4
fr1705199,21,B01,,1,1,999,56,47,99,1
fr1705200,59,997,,9,1,20,43,52,9,4
fr1705201,81,,,,1,999,47,99,,4
fr1705202,24,002,,2,1,11,74,44,4,1
fr1705203,24,001,,1,1,11,74,60,4,1
fr1705204,79,001,,7,1,999,62,80,7,9
fr1705205,24,001,,1,1,24,14,52,4,3
fr1705206,24,001,,2,1,12,74,47,7,3
fr1705207,81,999,,1,1,81,43,52,99,3
fr1705208,83,,,,1,81,47,20,,4
fr1705209,24,002,,2,1,11,74,44,4,1
fr1705210,32,002,,2,1,24,43,20,2,3
fr1705211,72,002,,2,1,14,29,44,4,2
fr1705212,50,B01,,2,1,999,21,99,7,3
fr1705213,44,001,,2,1,999,46,99,3,3
fr1705214,85,,,,1,999,14,99,,1
fr1705215,21,003,,2,1,24,19,52,5,2
fr1705216,24,001,,2,1,11,74,47,7,1
fr1705217,22,002,,2,1,999,23,98,4,3
fr1705218,42,001,2,11,1,999,99,52,10,7
fr1705219,81,,,,1,999,99,52,,7
fr1705220,24,B01,,1,1,11,97,44,7,1
fr1705221,73,001,,1,1,14,61,20,2,4
fr1705222,64,003,,4,1,71,21,45,7,4
fr1705223,24,001,,2,1,11,41,60,7,4
fr1705224,91,,,,1,85,47,12,,7
fr1705225,24,001,,3,1,16,23,47,7,3
fr1705226,42,001,,4,1,98,22,60,8,4
fr1705227,42,001,,3,1,999,99,98,4,3
fr1705228,24,B02,,2,1,15,99,52,8,3
fr1705229,22,001,,2,1,999,32,60,4,3
fr1705230,25,B01,,1,2,11,75,46,2,1
fr1705231,50,B01,,2,1,999,99,99,7,2
fr1705232,22,B01,,1,1,999,46,49,3,3
fr1705233,31,001,,1,1,69,54,60,99,1
fr1705234,44,,,,1,999,97,99,,3
fr1705235,81,999,,1,1,82,71,51,99,3
fr1705236,85,,,,1,81,97,52,,2
fr1705237,87,,,,1,51,99,50,,3
fr1705238,81,,,,1,30,43,52,,1
fr1705239,87,,,,1,24,58,20,,7
fr1705240,73,,,,1,82,47,20,,7
fr1705241,81,,,,1,999,99,99,,3
fr1705242,97,,,,1,999,43,99,,3
fr1705243,81,,,,1,81,54,51,,3
fr1705244,22,B01,,4,1,71,32,47,6,3
fr1705245,24,B01,,1,1,11,48,60,4,2
fr1705246,62,996,,9,1,73,11,60,9,3
fr1705247,83,B02,,1,1,30,16,28,2,1
fr1705248,27,001,,1,1,43,33,60,6,3
fr1705249,42,,,,1,82,47,20,,2
fr1705250,44,,,,1,999,46,50,,3
fr1705251,61,001,,1,1,24,43,20,2,3
fr1705252,24,001,,2,1,11,74,44,2,1
fr1705253,27,B01,,1,1,43,57,52,6,2
fr1705254,24,002,,1,1,11,69,48,2,1
fr1705255,44,002,,2,1,71,46,45,9,1
fr1705256,75,,,,1,999,46,99,,3
fr1705257,86,,,,1,81,12,52,,3
fr1705258,81,,,,1,999,99,98,,7
fr1705259,75,001,,1,1,71,46,45,2,3
fr1705260,86,,,,1,81,47,52,,7
fr1705261,81,,,,1,999,99,98,,3
fr1705262,81,,,,1,81,47,52,,4
fr1705263,81,,,,1,999,99,99,,4
fr1705264,75,,,,1,999,46,99,,4
fr1705265,81,,,,1,81,47,99,,7
fr1705266,44,001,,1,1,75,46,45,2,2
fr1705267,79,001,,1,1,100,54,28,9,3
fr1705268,69,003,,2,1,999,15,99,3,3
fr1705269,75,,2,,1,999,99,99,,4
fr1705270,27,001,,1,1,43,58,20,6,3
fr1705271,62,002,,9,1,79,11,45,9,4
fr1705272,27,B01,,1,1,43,57,20,2,1
fr1705273,24,001,,1,1,11,74,44,2,1
fr1705274,24,B01,,1,1,11,74,28,4,1
fr1705275,24,001,,1,1,12,97,44,4,1
fr1705276,81,,,,1,81,47,52,,3
fr1705277,79,,,,1,999,51,99,,5
fr1705278,44,001,,1,1,93,46,60,2,4
fr1705279,24,001,,2,1,11,74,44,5,2
fr1705280,22,002,,2,1,28,23,44,4,3
fr1705281,62,001,,9,1,77,46,47,9,2
fr1705282,31,001,,1,1,41,58,20,6,3
fr1705283,22,002,,2,1,24,14,52,9,2
fr1705284,22,002,,1,1,55,39,44,2,1
fr1705285,24,002,,2,1,11,74,44,7,2
fr1705286,13,004,,1,1,24,57,20,8,2
fr1705287,79,,,,1,71,51,45,,3
fr1705288,42,997,,1,1,98,12,44,2,8
fr1705289,79,999,,1,1,20,51,52,99,4
fr1705290,81,001,,1,1,82,54,20,99,3
fr1705291,81,,,,1,81,99,52,,7
fr1705292,81,,,,1,81,43,52,,4
fr1705293,75,,,,1,71,41,45,,3
fr1705294,24,,,,1,14,61,28,,1
fr1705295,97,,,,1,999,46,45,,2
fr1705296,82,,,,1,82,97,20,,1
fr1705297,44,,,,1,71,46,45,,7
fr1705298,44,001,,1,1,999,46,98,99,3
fr1705299,49,,,,1,108,56,50,,3
fr1705300,30,001,,2,1,34,46,98,7,3
fr1705301,84,,,,1,81,72,98,,7
fr1705302,64,003,,1,1,71,19,47,2,2
fr1705303,24,001,,1,1,12,29,52,4,2
fr1705304,44,001,,1,1,999,12,98,4,3
fr1705305,62,002,,2,1,999,59,60,2,2
fr1705306,79,,,,1,41,62,20,,4
fr1705307,78,001,,1,1,999,99,98,9,4
fr1705308,64,002,,2,1,71,52,45,6,1
fr1705309,61,,,,1,999,48,99,,2
fr1705310,21,015,,2,1,96,82,50,4,3
fr1705311,81,,,,1,98,47,20,,1
fr1705312,97,,,,1,30,43,52,,9
fr1705313,81,,,,1,108,97,60,,4
fr1705314,81,,,,1,999,96,99,,7
fr1705315,81,,,,1,999,47,99,,7
fr1705316,44,,,,1,71,46,45,,7
fr1705317,81,,,,1,999,99,99,,4
fr1705318,83,,,,1,24,43,52,,7
fr1705319,73,,,,1,999,46,99,,3
fr1705320,83,,,,1,20,97,52,,3
fr1705321,21,B01,,1,1,55,97,60,7,1
fr1705322,24,001,,1,1,12,97,60,4,3
fr1705323,97,,,,1,20,51,52,,4
fr1705324,22,002,,1,1,51,33,46,2,1
fr1705325,81,,,,1,82,47,12,,7
fr1705326,21,001,,1,1,55,34,46,2,1
fr1705327,64,006,,1,1,71,31,45,5,3
fr1705328,81,,,,1,81,47,52,,3
fr1705329,24,001,,3,1,11,23,44,8,1
fr1705330,24,001,,2,1,999,99,99,8,3
fr1705331,44,001,,1,1,999,46,98,2,2
fr1705332,79,005,,2,1,31,55,51,2,3
fr1705333,24,001,,4,1,11,74,47,8,3
fr1705334,24,B01,,2,1,999,54,99,4,2
fr1705335,97,001,,1,1,999,46,45,3,1
fr1705336,24,B01,,2,1,28,16,52,2,3
fr1705337,24,B01,,2,1,11,74,44,4,2
fr1705338,24,001,,2,1,11,74,44,5,1
fr1705339,75,,,,1,999,99,99,,4
fr1705340,73,,,,1,92,46,45,,3
fr1705341,81,,,,1,999,99,60,,9
fr1705342,81,,,,1,98,97,52,,1
fr1705343,81,001,,1,1,999,99,99,99,7
fr1705344,81,,,,1,81,71,12,,4
fr1705345,97,,,,1,21,16,52,,4
fr1705346,84,,,,1,82,71,98,,2
fr1705347,73,999,,1,1,999,99,60,99,3
fr1705348,24,B01,,2,1,11,74,44,2,1
fr1705349,86,,,,1,999,58,99,,7
fr1705350,52,B01,,1,1,73,69,51,2,2
fr1705351,24,B01,,2,1,11,74,44,7,1
fr1705352,83,,,,1,81,47,51,,4
fr1705353,79,999,,1,1,999,55,99,2,4
fr1705354,86,,,,1,81,99,98,,3
fr1705355,86,002,,1,1,98,46,99,7,1
fr1705356,75,999,,1,1,999,81,45,99,4
fr1705357,24,001,,1,1,12,87,44,7,3
fr1705358,24,001,,2,1,24,14,52,8,4
fr1705359,75,999,,2,1,999,46,98,2,3
fr1705360,44,,,,1,999,46,99,,3
fr1705361,21,B01,,1,1,76,13,50,7,2
fr1705362,25,002,,2,1,26,43,52,7,1
fr1705363,53,001,,1,1,36,44,60,7,1
fr1705364,81,,,,1,999,99,98,,4
fr1705365,24,010,,1,1,11,74,44,4,1
fr1705366,89,,,,1,81,99,99,,7
fr1705367,22,002,,2,1,71,32,50,3,2
fr1705368,22,002,,1,1,55,35,46,4,3
fr1705369,31,001,,1,1,69,99,51,8,1
fr1705370,62,996,,1,1,73,11,50,2,2
fr1705371,61,001,,9,1,24,12,52,7,3
fr1705372,62,996,,2,1,79,19,47,6,3
fr1705373,64,001,,2,1,71,55,47,2,2
fr1705374,24,997,,4,1,11,56,60,8,2
fr1705375,64,997,,9,1,73,55,50,5,1
fr1705376,62,996,,3,1,999,11,98,3,3
fr1705377,83,001,,2,1,24,43,52,2,3
fr1705378,62,001,,1,1,71,11,45,2,4
fr1705379,82,,,,1,84,47,51,,4
fr1705380,52,B01,,7,1,24,14,60,7,3
fr1705381,43,B01,,1,1,72,46,60,2,1
fr1705382,22,002,,3,1,71,29,45,4,4
fr1705383,24,005,,1,1,12,97,98,3,1
fr1705384,78,003,,2,1,71,11,45,7,4
fr1705385,64,006,,2,1,71,52,45,9,3
fr1705386,61,997,,1,1,999,46,99,9,4
fr1705387,24,001,,2,1,11,74,28,4,3
fr1705388,87,,,,1,999,46,99,,3
fr1705389,97,,,,1,81,97,52,,3
fr1705390,29,,,,1,28,16,47,,3
fr1705391,75,,,,1,999,46,99,,3
fr1705392,81,,,,1,999,99,99,,3
fr1705393,81,,,,1,82,97,99,,5
fr1705394,81,,,,1,999,47,52,,4
fr1705395,87,,,,1,999,46,45,,3
fr1705396,81,,,,1,81,43,52,,7
fr1705397,81,,,,1,81,47,51,,4
fr1705398,52,B01,,2,1,72,15,47,4,2
fr1705399,25,003,,2,1,98,19,52,2,2
fr1705400,22,002,,3,1,83,97,52,4,3
fr1705401,22,002,,3,1,71,14,45,4,2
fr1705402,62,003,,9,1,98,11,60,5,3
fr1705403,81,,,,1,81,99,52,,7
fr1705404,81,,,,1,82,47,60,,4
fr1705405,81,,,,1,999,47,98,,4
fr1705406,24,009,,1,1,12,74,28,5,2
fr1705407,27,001,,1,1,45,97,99,3,2
fr1705408,50,001,,2,1,71,12,45,4,3
fr1705409,81,,,,1,999,99,99,,7
fr1705410,44,,,,1,999,99,45,,9
fr1705411,82,,,,1,82,47,51,,7
fr1705412,86,,,,1,999,56,99,,3
fr1705413,99,,,,1,999,99,98,,3
fr1705414,81,,,,1,999,99,20,,7
fr1705415,24,003,,1,1,11,74,47,2,1
fr1705416,44,001,,1,1,92,46,45,2,3
fr1705417,81,,,,1,85,47,12,,4
fr1705418,27,B01,,1,1,43,58,28,3,1
fr1705419,50,B01,,2,1,24,43,52,6,3
fr1705420,45,B01,,1,1,999,99,99,2,1
fr1705421,64,015,,2,1,71,54,60,9,1
fr1705422,24,001,,2,1,11,74,44,4,1
fr1705423,52,B01,,2,1,999,97,98,7,1
fr1705424,24,001,,1,1,19,74,44,7,3
fr1705425,53,B01,,1,1,17,44,28,3,1
fr1705426,79,999,,9,1,999,99,99,9,7
fr1705427,52,B01,,1,1,24,43,20,2,1
fr1705428,68,001,,2,1,26,43,52,2,2
fr1705429,44,999,,1,1,999,46,99,99,4
fr1705430,64,002,,1,1,71,53,45,2,4
fr1705431,53,997,,1,1,84,45,20,2,2
fr1705432,24,002,,1,1,11,54,46,4,1
fr1705433,25,B01,,2,1,71,46,45,7,1
fr1705434,61,001,,1,1,30,45,52,2,4
fr1705435,25,B01,,1,1,999,99,99,4,1
fr1705436,44,001,,1,1,999,46,45,7,1
fr1705437,24,001,,1,1,11,74,47,2,4
fr1705438,83,,,,1,81,43,52,,1
fr1705439,74,001,1,11,1,999,99,99,8,8
fr1705440,75,,,,1,999,99,99,,4
fr1705441,27,B01,,1,1,43,58,28,2,1
fr1705442,27,B01,,1,1,999,14,52,2,1
fr1705443,24,001,,1,1,11,74,28,4,2
fr1705444,99,001,,2,1,999,46,99,3,2
fr1705445,42,B01,,1,1,83,43,52,4,2
fr1705446,24,001,,1,1,30,33,52,4,3
fr1705447,78,001,,9,1,14,61,48,9,2
fr1705448,75,001,,9,1,999,29,99,9,4
fr1705449,63,001,,1,1,71,58,60,2,2
fr1705450,27,B01,,1,1,49,43,52,7,2
fr1705451,44,,,,1,71,46,45,,3
fr1705452,81,,,,1,999,99,98,,4
fr1705453,81,,,,1,82,47,28,,3
fr1705454,83,,,,1,999,16,52,,3
fr1705455,86,,,,1,81,43,52,,1
fr1705456,99,,,,1,999,51,99,,3
fr1705457,87,,,,1,81,43,52,,7
fr1705458,44,,,,1,999,46,45,,2
fr1705459,81,,,,1,999,99,51,,3
fr1705460,85,,,,1,999,99,99,,4
fr1705461,25,003,,1,1,71,46,45,4,1
fr1705462,23,002,,2,1,73,19,46,2,3
fr1705463,24,001,,1,1,11,97,44,3,2
fr1705464,61,001,,1,2,52,97,52,2,3
fr1705465,19,B01,,1,1,999,48,99,9,4
fr1705466,61,001,,1,1,52,19,52,2,4
fr1705467,24,001,,2,1,19,23,98,8,1
fr1705468,42,001,,1,1,71,46,47,4,2
fr1705469,24,B01,,1,1,12,74,60,4,9
fr1705470,97,B02,,1,1,999,46,98,99,2
fr1705471,64,002,,2,1,71,13,44,2,1
fr1705472,25,002,,2,1,24,43,52,4,2
fr1705473,44,001,,1,1,999,46,45,2,1
fr1705474,81,,,,1,81,43,12,,7
fr1705475,64,010,,1,1,71,54,60,2,4
fr1705476,44,001,,9,1,104,46,99,2,3
fr1705477,24,001,,1,1,12,39,46,4,3
fr1705478,24,001,,1,1,11,54,44,4,1
fr1705479,24,001,,1,1,26,43,52,2,2
fr1705480,24,002,,1,1,12,33,44,2,1
fr1705481,81,,,,1,81,43,99,,7
fr1705482,24,003,,2,1,11,74,44,2,1
fr1705483,64,017,,1,1,71,21,45,2,1
fr1705484,99,,,,1,82,99,99,,7
fr1705485,81,,,,1,999,47,52,,4
fr1705486,29,,,,1,20,97,60,,4
fr1705487,81,,,,1,81,43,52,,3
fr1705488,81,,,,1,999,99,99,,7
fr1705489,81,,,,1,999,99,98,,4
fr1705490,44,,,,1,71,46,47,,3
fr1705491,81,,,,1,999,99,52,,7
fr1705492,71,,,,1,51,54,20,,9
fr1705493,44,,,,1,999,46,98,,4
fr1705494,99,,1,,1,999,47,99,,7
fr1705495,27,B01,,1,1,43,99,98,6,3
fr1705496,27,B01,,1,1,43,99,28,4,4
fr1705497,24,002,,1,1,11,74,47,2,1
fr1705498,64,001,,1,1,999,46,99,4,1
fr1705499,81,,,,1,999,99,98,,3
fr1705500,81,,,,1,82,16,51,,3
fr1705501,81,,,,1,81,47,99,,4
fr1705502,75,,,,1,999,99,99,,1
fr1705503,99,,,,1,999,99,99,,7
fr1705504,81,,,,1,999,99,20,,4
fr1705505,83,,,,1,81,43,52,,3
fr1705506,81,,,,1,999,99,51,,4
fr1705507,81,999,,1,1,24,43,52,2,3
fr1705508,44,001,,1,1,999,96,99,10,7
fr1705509,75,,,,1,999,46,99,,2
fr1705510,44,001,,1,1,999,46,99,2,3
fr1705511,64,003,,2,1,14,74,60,2,2
fr1705512,42,001,,2,1,999,99,99,7,4
fr1705513,44,001,,1,1,93,46,45,2,3
fr1705514,84,,,,1,85,71,12,,3
fr1705515,62,002,,1,1,73,12,47,2,1
fr1705516,24,002,,1,1,28,43,52,4,1
fr1705517,64,002,,9,1,71,13,47,9,1
fr1705518,81,,,,1,81,99,99,,7
fr1705519,24,001,,1,1,12,97,60,5,9
fr1705520,73,,,,1,98,46,60,,2
fr1705521,78,001,,1,1,51,55,46,2,2
fr1705522,23,001,,1,1,47,54,51,2,1
fr1705523,24,001,,2,1,11,74,44,3,1
fr1705524,24,002,,1,1,11,33,60,7,1
fr1705525,81,,,,1,82,99,51,,7
fr1705526,24,B01,,1,1,11,54,60,4,2
fr1705527,44,999,,1,1,999,46,99,2,5
fr1705528,42,001,,1,1,96,83,49,99,3
fr1705529,24,002,,1,1,11,74,44,7,3
fr1705530,44,,,,1,999,46,99,,1
fr1705531,24,B01,,2,1,11,23,44,4,1
fr1705532,31,001,,1,1,12,55,48,4,2
fr1705533,64,001,,1,1,24,15,52,2,4
fr1705534,70,997,,9,1,93,46,45,2,1
fr1705535,25,002,,1,1,24,43,52,4,1
fr1705536,24,018,,1,1,12,29,51,2,2
fr1705537,64,004,,2,1,71,54,98,2,1
fr1705538,64,999,,1,1,71,52,47,4,3
fr1705539,24,001,,2,1,11,74,47,7,2
fr1705540,27,B01,,1,1,43,39,28,7,3
fr1705541,59,,,,1,23,96,99,,4
fr1705542,29,999,,1,1,30,97,52,99,9
fr1705543,44,001,,1,1,93,16,45,9,2
fr1705544,61,002,,1,1,73,12,47,4,3
fr1705545,24,001,,2,1,11,74,44,7,1
fr1705546,61,001,,1,1,51,19,52,9,1
fr1705547,24,001,,1,1,11,43,52,2,2
fr1705548,22,002,,2,1,93,41,46,4,2
fr1705549,24,001,,1,1,73,14,60,2,1
fr1705550,24,B01,,1,1,11,74,44,7,3
fr1705551,31,001,,1,1,72,55,60,3,1
fr1705552,61,001,,1,1,17,48,44,4,2
fr1705553,24,001,,2,1,11,54,44,5,4
fr1705554,83,,,,1,81,43,52,,3
fr1705555,81,,,,1,999,99,99,,7
fr1705556,81,,,,1,999,47,98,,3
fr1705557,83,999,,99,1,81,47,99,99,1
fr1705558,87,,,,1,999,46,98,,3
fr1705559,71,,,,1,999,99,99,,7
fr1705560,89,,,,1,82,47,51,,2
fr1705561,81,001,,1,1,999,99,51,2,3
fr1705562,64,004,,2,1,999,97,99,4,2
fr1705563,24,B01,,1,1,11,97,44,4,1
fr1705564,24,001,,1,1,12,21,44,2,1
fr1705565,99,,,,1,999,99,99,,3
fr1705566,22,001,,2,1,71,31,47,4,3
fr1705567,64,003,,2,1,98,55,60,5,5
fr1705568,86,,,,1,999,99,99,,7
fr1705569,71,,,,1,999,46,99,,4
fr1705570,86,,,,1,81,97,52,,2
fr1705571,83,,,,1,999,58,99,,7
fr1705572,85,,,,1,999,99,99,,3
fr1705573,81,,,,1,999,99,99,,3
fr1705574,87,,,,1,81,39,98,,3
fr1705575,83,,,,1,24,16,52,,1
fr1705576,44,,,,1,14,46,45,,4
fr1705577,89,,,,1,999,47,60,,7
fr1705578,63,001,,1,1,24,16,52,9,4
fr1705579,79,001,,2,1,999,54,99,4,3
fr1705580,24,001,,2,1,11,74,60,4,3
fr1705581,72,996,,9,1,30,43,60,7,1
fr1705582,83,,,,1,28,54,52,,2
fr1705583,24,001,,1,1,16,74,47,4,2
fr1705584,97,001,,1,1,88,61,28,2,3
fr1705585,31,001,,1,1,30,97,51,8,1
fr1705586,24,001,,2,1,11,54,60,4,1
fr1705587,81,,,,1,81,47,52,,7
fr1705588,81,,,,1,81,47,51,,7
fr1705589,81,,,,1,999,99,12,,4
fr1705590,24,003,,2,1,11,23,28,4,1
fr1705591,64,003,,2,1,71,56,45,2,2
fr1705592,24,001,,2,1,19,74,44,4,1
fr1705593,99,B01,,8,1,999,99,99,8,7
fr1705594,74,001,,9,1,999,21,99,9,3
fr1705595,89,,,,1,81,43,52,,1
fr1705596,24,001,,2,1,19,99,98,7,1
fr1705597,89,999,,1,1,999,47,99,8,3
fr1705598,64,003,,1,1,71,21,47,2,1
fr1705599,71,001,,1,1,84,71,47,99,1
fr1705600,24,001,,2,1,11,74,46,4,2
fr1705601,75,,,,1,999,22,60,,3
fr1705602,75,999,,9,1,71,54,45,9,3
fr1705603,81,,,,1,999,97,99,,7
fr1705604,41,B01,,2,1,51,39,44,7,2
fr1705605,30,001,,1,1,30,43,52,2,1
fr1705606,50,B01,,1,1,73,99,60,5,2
fr1705607,24,002,,1,1,16,74,44,2,1
fr1705608,81,,,,1,999,99,12,,4
fr1705609,64,006,,2,1,71,41,45,2,4
fr1705610,27,B01,,1,1,43,57,20,4,1
fr1705611,24,002,,2,1,11,74,11,7,2
fr1705612,58,002,,1,1,98,16,28,2,2
fr1705613,25,002,,1,1,999,35,11,7,1
fr1705614,53,002,,2,1,38,44,28,4,2
fr1705615,44,004,,2,1,999,46,99,7,1
fr1705616,75,,,,1,104,99,99,,4
fr1705617,24,001,,1,1,11,74,44,4,1
fr1705618,44,001,,1,1,999,46,99,8,2
fr1705619,62,001,,1,1,51,11,60,2,3
fr1705620,75,997,,1,1,999,99,99,2,4
fr1705621,24,003,,1,1,11,48,50,3,3
fr1705622,71,,,,1,999,51,98,,4
fr1705623,24,001,,2,1,11,74,44,4,1
fr1705624,27,B01,,1,1,43,87,20,2,2
fr1705625,79,001,,2,1,999,99,99,2,3
fr1705626,24,001,,2,1,49,23,52,3,3
fr1705627,47,001,,1,1,999,46,47,4,4
fr1705628,81,,,,1,81,47,52,,4
fr1705629,97,997,,1,1,999,46,45,99,9
fr1705630,81,,,,1,82,47,51,,4
fr1705631,97,,,,1,71,41,45,,3
fr1705632,81,,,,1,999,99,98,,3
fr1705633,85,,,,1,999,47,99,,3
fr1705634,83,,,,1,85,47,60,,1
fr1705635,83,,,,1,81,47,98,,3
fr1705636,81,,,,1,999,47,99,,7
fr1705637,81,,,,1,81,43,52,,3
fr1705638,70,002,,1,1,999,55,99,2,3
fr1705639,24,002,,2,1,11,99,60,2,1
fr1705640,64,001,,2,1,71,56,45,2,1
fr1705641,81,,,,1,81,47,52,,7
fr1705642,81,,,,1,81,43,52,,4
fr1705643,24,B01,,1,1,12,74,28,4,1
fr1705644,42,B01,,1,1,92,46,99,3,2
fr1705645,73,,,,1,24,43,52,,1
fr1705646,99,,,,1,999,46,99,,3
fr1705647,81,,,,1,24,43,52,,3
fr1705648,81,,,,1,81,47,52,,7
fr1705649,86,,,,1,999,13,99,,9
fr1705650,81,,,,1,82,48,51,,7
fr1705651,81,,,,1,81,47,52,,3
fr1705652,81,,,,1,107,99,20,,3
fr1705653,73,,,,1,81,47,51,,3
fr1705654,81,,,,1,999,99,99,,3
fr1705655,81,,,,1,81,47,99,,3
fr1705656,24,001,,1,1,11,74,46,7,4
fr1705657,22,002,,2,1,999,31,99,4,3
fr1705658,44,001,,2,1,999,99,99,4,3
fr1705659,72,001,,1,1,93,55,44,99,1
fr1705660,81,,,,1,999,99,99,,3
fr1705661,61,B01,,2,1,999,54,60,3,1
fr1705662,81,,,,1,81,99,99,,7
fr1705663,81,,,,1,81,47,99,,7
fr1705664,24,B01,,1,1,11,74,44,7,1
fr1705665,64,007,,1,1,71,55,45,2,3
fr1705666,81,,,,1,999,99,99,,3
fr1705667,71,,,,1,20,55,20,,4
fr1705668,84,B01,,1,1,82,47,98,2,3
fr1705669,81,,,,1,81,47,52,,7
fr1705670,24,B01,,2,1,11,74,44,3,1
fr1705671,81,,,,1,999,99,99,,4
fr1705672,84,,,,1,82,99,98,,4
fr1705673,24,B01,,1,1,11,46,46,2,1
fr1705674,99,,,,1,999,99,99,,7
fr1705675,97,,,,1,999,47,98,,7
fr1705676,24,001,,2,1,19,69,98,99,2
fr1705677,99,,,,1,999,99,12,,7
fr1705678,64,999,,2,1,71,46,45,9,3
fr1705679,21,001,,1,1,24,43,52,2,1
fr1705680,75,001,,1,1,98,48,45,2,3
fr1705681,83,,,,1,83,99,99,,4
fr1705682,81,,,,1,999,99,98,,7
fr1705683,97,001,,1,1,24,43,52,2,1
fr1705684,99,,,,1,999,99,99,,3
fr1705685,25,002,,2,1,83,43,52,4,1
fr1705686,99,,,,1,999,99,98,,7
fr1705687,86,,,,1,999,21,98,,3
fr1705688,81,,,,1,999,47,51,,7
fr1705689,64,012,,1,1,999,97,47,2,3
fr1705690,81,,,,1,85,47,12,,4
fr1705691,99,,,,1,999,99,99,,7
fr1705692,64,001,,1,1,71,41,45,2,1
fr1705693,25,007,,2,1,55,35,47,3,1
fr1705694,86,,,,1,81,99,99,,3
fr1705695,81,,,,1,81,43,52,,7
fr1705696,63,001,,2,1,14,61,44,2,1
fr1705697,86,,,,1,999,99,99,,7
fr1705698,72,001,,9,1,91,51,47,7,3
fr1705699,70,001,,1,1,72,12,47,2,3
fr1705700,24,002,,1,1,11,56,49,4,2
fr1705701,99,,,,1,81,99,52,,4
fr1705702,87,,,,1,999,46,45,,4
fr1705703,81,,,,1,81,47,44,,7
fr1705704,52,001,,1,1,33,45,20,2,1
fr1705705,75,,,,1,98,46,99,,3
fr1705706,81,,,,1,999,99,98,,7
fr1705707,44,,,,1,71,46,45,,3
fr1705708,83,999,,1,1,81,43,52,2,3
fr1705709,81,,,,1,81,19,52,,7
fr1705710,44,001,,1,1,999,46,60,2,4
fr1705711,83,,,,1,24,43,52,,3
fr1705712,81,,,,1,999,99,99,,7
fr1705713,87,,,,1,84,99,99,,4
fr1705714,24,001,,1,1,12,97,44,7,2
fr1705715,24,001,,2,1,11,56,60,4,1
fr1705716,71,001,,4,1,71,19,45,8,4
fr1705717,97,999,,1,1,72,56,80,10,3
fr1705718,24,003,,2,1,11,74,47,4,1
fr1705719,49,,,,1,999,99,99,,3
fr1705720,81,,,,1,81,99,52,,5
fr1705721,81,,,,1,81,43,52,,4
fr1705722,81,001,,99,1,999,99,52,99,1
fr1705723,73,,,,1,59,97,80,,4
fr1705724,73,,,,1,75,51,11,,1
fr1705725,81,,,,1,81,71,52,,4
fr1705726,81,,,,1,999,54,99,,4
fr1705727,44,,,,1,999,46,99,,3
fr1705728,24,002,,2,1,11,74,44,4,1
fr1705729,53,002,,1,1,17,44,28,2,1
fr1705730,44,001,,1,1,999,46,45,7,3
fr1705731,58,001,,1,1,11,74,28,2,3
fr1705732,24,001,,2,1,11,97,44,4,1
fr1705733,99,,,,1,999,99,99,,7
fr1705734,81,,,,1,81,99,52,,4
fr1705735,86,,,,1,81,99,99,,3
fr1705736,24,001,,1,1,11,74,20,4,1
fr1705737,64,001,,1,1,999,51,99,7,3
fr1705738,71,,,,1,999,51,99,,9
fr1705739,97,001,,1,1,14,97,60,99,1
fr1705740,81,,,,1,82,47,12,,7
fr1705741,60,001,,2,1,92,55,60,4,4
fr1705742,24,001,,1,1,12,43,51,3,2
fr1705743,12,B01,,2,1,24,43,52,4,3
fr1705744,22,B01,,1,1,76,31,98,7,1
fr1705745,64,004,,2,1,999,51,99,9,4
fr1705746,27,B01,,1,1,45,97,20,4,1
