id,area_of_origin,level_of_origin,exposures,extent_of_fire,final_incident_type,ignition_source,material_first_ignited,possible_cause,smoke_spread,Status_of_Fire_On_Arrival
fr1705747,24,001,,2,1,11,74,72,5,2
fr1705748,49,,,,1,93,48,98,,2
fr1705749,24,001,,2,1,11,74,98,7,1
fr1705750,64,007,,1,1,71,55,45,9,4
fr1705751,24,B01,,1,1,47,43,52,7,2
fr1705752,87,,,,1,999,56,60,,3
fr1705753,24,001,,1,1,11,74,47,2,1
fr1705754,81,,,,1,999,99,99,,7
fr1705755,24,001,,2,1,11,74,44,4,1
fr1705756,81,,,,1,81,97,52,,7
fr1705757,21,001,,1,1,71,46,45,2,9
fr1705758,81,,,,1,999,47,60,,9
fr1705759,81,,,,1,81,71,52,,1
fr1705760,24,B01,,2,1,11,23,44,3,1
fr1705761,24,006,,1,1,12,54,47,3,1
fr1705762,42,999,,2,1,76,48,47,2,3
fr1705763,64,999,,1,1,91,12,60,9,3
fr1705764,59,B01,,2,1,23,43,52,2,1
fr1705765,64,001,,2,1,71,21,45,9,3
fr1705766,24,002,,2,1,11,74,98,4,1
fr1705767,11,001,,1,1,63,13,99,7,2
fr1705768,31,001,,1,1,69,56,72,2,1
fr1705769,24,001,,1,1,11,97,60,4,2
fr1705770,75,001,,1,1,999,99,45,9,4
fr1705771,81,,,,1,81,43,52,,3
fr1705772,81,,,,1,81,47,52,,4
fr1705773,81,,,,1,999,99,99,,4
fr1705774,79,,,,1,77,55,99,,3
fr1705775,97,,,,1,30,43,20,,3
fr1705776,44,,,,1,999,46,99,,3
fr1705777,89,,,,1,24,43,52,,1
fr1705778,81,,,,1,999,99,99,,7
fr1705779,86,,,,1,81,47,52,,7
fr1705780,81,,,,1,82,47,51,,4
fr1705781,72,008,,2,1,24,55,52,9,3
fr1705782,24,017,,2,1,28,23,52,5,2
fr1705783,31,001,,1,1,69,99,51,3,1
fr1705784,12,001,,1,1,43,97,28,6,2
fr1705785,39,001,,1,1,999,14,20,2,1
fr1705786,81,,,,1,82,47,12,,3
fr1705787,89,,,,1,999,99,99,,4
fr1705788,28,B01,,1,1,30,43,52,2,1
fr1705789,81,,,,1,999,99,99,,7
fr1705790,81,,,,1,82,99,51,,3
fr1705791,97,,,,1,71,46,47,,1
fr1705792,24,001,,2,1,11,23,60,4,1
fr1705793,66,B01,,1,1,51,56,47,2,1
fr1705794,72,006,,1,1,71,46,45,4,1
fr1705795,27,B01,,1,1,999,36,99,2,9
fr1705796,21,001,,1,1,73,16,47,4,2
fr1705797,81,,,,1,51,97,12,,7
fr1705798,24,001,,1,1,11,19,44,4,1
fr1705799,31,003,,1,1,62,56,99,2,1
fr1705800,24,001,,2,1,11,54,44,2,1
fr1705801,24,001,,2,1,12,74,28,4,1
fr1705802,81,,,,1,82,47,99,,4
fr1705803,81,,,,1,82,47,60,,7
fr1705804,44,997,,1,1,999,57,99,2,4
fr1705805,81,,,,1,999,99,99,,4
fr1705806,82,,,,1,82,47,20,,4
fr1705807,64,007,,1,1,71,22,45,9,1
fr1705808,27,B01,,4,1,43,54,20,4,2
fr1705809,22,B01,,1,1,71,21,47,4,1
fr1705810,24,001,,1,1,55,54,44,2,1
fr1705811,24,B01,,1,1,12,99,52,2,1
fr1705812,23,001,,2,1,73,14,46,4,2
fr1705813,42,002,,1,1,999,46,45,4,2
fr1705814,71,006,,1,1,71,57,45,2,2
fr1705815,24,001,,2,1,11,74,98,7,2
fr1705816,27,002,,1,1,43,54,51,2,2
fr1705817,64,001,,2,1,71,55,45,2,3
fr1705818,72,001,,1,1,29,23,52,2,3
fr1705819,70,001,,1,1,14,61,98,2,2
fr1705820,62,996,,1,1,73,15,60,2,3
fr1705821,75,001,,1,1,999,46,99,9,4
fr1705822,74,999,1,10,1,24,43,52,99,3
fr1705823,64,001,,1,1,97,15,80,99,1
fr1705824,81,,,,1,999,99,99,,7
fr1705825,81,,,,1,81,47,52,,7
fr1705826,75,001,,1,1,999,23,99,10,4
fr1705827,99,,,,1,999,99,99,,1
fr1705828,86,,,,1,30,97,52,,3
fr1705829,81,,,,1,81,47,99,,7
fr1705830,97,,,,1,106,51,98,,4
fr1705831,83,,,,1,81,97,52,,1
fr1705832,97,,,,1,82,46,60,,4
fr1705833,83,,,,1,999,47,52,,3
fr1705834,81,,,,1,85,99,12,,7
fr1705835,89,,,,1,82,97,51,,1
fr1705836,24,003,,1,1,12,97,49,2,3
fr1705837,81,,,,1,81,47,52,,4
fr1705838,64,002,,1,1,999,51,99,99,1
fr1705839,85,,,,1,999,99,99,,7
fr1705840,22,003,,1,1,71,31,47,4,1
fr1705841,99,001,,1,1,999,99,99,2,1
fr1705842,24,001,,2,1,11,74,44,4,1
fr1705843,62,996,,1,1,73,11,20,2,1
fr1705844,73,001,,1,1,20,43,20,99,3
fr1705845,24,002,,1,1,11,74,44,6,2
fr1705846,75,,,,1,999,46,99,,3
fr1705847,81,,,,1,81,99,98,,7
fr1705848,81,,,,1,999,99,99,,4
fr1705849,44,999,,1,1,71,46,45,2,3
fr1705850,83,,,,1,81,99,52,,4
fr1705851,75,,,,1,999,99,99,,3
fr1705852,83,,,,1,81,47,52,,7
fr1705853,81,,,,1,999,99,99,,3
fr1705854,82,,,,1,82,97,51,,3
fr1705855,81,,,,1,82,47,20,,4
fr1705856,24,001,,2,1,11,74,50,4,1
fr1705857,24,001,,2,1,11,74,44,4,1
fr1705858,81,,,,1,82,47,45,,3
fr1705859,81,,,,1,81,96,52,,7
fr1705860,86,,,,1,82,43,52,,7
fr1705861,25,002,,1,1,999,46,99,2,1
fr1705862,41,001,,2,1,51,32,49,2,2
fr1705863,23,001,,2,1,33,16,52,3,2
fr1705864,97,B01,,1,1,999,46,99,2,3
fr1705865,24,002,,3,1,11,56,60,4,3
fr1705866,24,001,,2,1,19,74,44,7,1
fr1705867,24,001,,2,1,15,19,52,2,1
fr1705868,81,,,,1,999,47,20,,7
fr1705869,30,001,,1,1,24,43,52,2,2
fr1705870,21,002,,2,1,55,39,60,5,1
fr1705871,89,,,,1,85,97,12,,3
fr1705872,24,001,,2,1,11,99,44,7,1
fr1705873,24,001,,1,1,11,33,46,7,3
fr1705874,24,011,,2,1,11,74,28,4,4
fr1705875,42,001,,2,1,73,16,47,2,3
fr1705876,53,B01,,1,1,17,44,28,2,3
fr1705877,24,001,,2,1,11,23,44,7,1
fr1705878,55,B01,,1,1,999,99,99,7,4
fr1705879,24,001,,2,1,11,97,60,7,2
fr1705880,86,,,,1,999,47,99,,7
fr1705881,83,,,,1,81,99,99,,7
fr1705882,81,,,,1,82,71,60,,3
fr1705883,55,B01,,1,1,23,43,52,2,1
fr1705884,63,999,,1,1,52,43,52,2,1
fr1705885,81,,,,1,999,99,51,,1
fr1705886,75,,,,1,999,46,45,,7
fr1705887,64,,,,1,79,54,45,,2
fr1705888,81,,,,1,81,99,52,,4
fr1705889,79,997,,99,1,100,55,44,99,4
fr1705890,81,,,,1,999,99,98,,4
fr1705891,42,001,,1,1,93,41,46,7,1
fr1705892,25,B01,,1,1,71,46,45,4,1
fr1705893,31,001,,1,1,21,43,51,2,2
fr1705894,62,996,,2,1,999,54,98,9,2
fr1705895,64,005,,2,1,71,41,47,6,3
fr1705896,52,B01,,1,1,999,54,20,7,4
fr1705897,64,002,,2,1,71,55,47,4,1
fr1705898,62,,,,1,999,59,60,,4
fr1705899,22,002,,1,1,28,13,52,4,1
fr1705900,78,002,,2,1,71,46,45,2,4
fr1705901,81,,,,1,82,47,51,,3
fr1705902,81,,,,1,999,99,99,,3
fr1705903,44,,,,1,91,97,47,,3
fr1705904,44,,,,1,999,46,99,,7
fr1705905,82,,,,1,82,96,51,,1
fr1705906,81,,,,1,81,99,51,,4
fr1705907,97,,,,1,999,97,48,,3
fr1705908,81,,,,1,999,47,99,,4
fr1705909,81,,,,1,81,99,52,,3
fr1705910,85,,,,1,71,58,50,,1
fr1705911,27,B01,,1,1,44,29,44,6,2
fr1705912,27,001,,1,1,43,39,99,2,3
fr1705913,64,004,,1,1,71,29,45,9,1
fr1705914,13,001,,1,1,20,56,20,2,1
fr1705915,78,001,,1,1,999,13,99,2,1
fr1705916,62,996,,9,1,79,15,47,9,1
fr1705917,86,,,,1,81,47,52,,3
fr1705918,83,,,,1,30,43,52,,7
fr1705919,79,,,,1,98,97,99,,3
fr1705920,81,,,,1,81,97,60,,3
fr1705921,79,,,,1,20,51,46,,3
fr1705922,44,,,,1,999,56,98,,3
fr1705923,83,,,,1,999,43,52,,4
fr1705924,44,,,,1,92,46,45,,9
fr1705925,83,,,,1,24,43,52,,1
fr1705926,73,997,,1,1,84,54,52,99,3
fr1705927,22,002,,2,1,47,54,52,4,3
fr1705928,29,B01,,1,1,24,43,52,8,1
fr1705929,78,001,,9,1,999,55,99,7,4
fr1705930,79,003,,2,1,71,12,45,3,4
fr1705931,41,002,,1,1,51,32,49,4,2
fr1705932,81,,,,1,82,47,51,,7
fr1705933,81,,,,1,999,47,98,,4
fr1705934,99,,,,1,999,47,99,,7
fr1705935,74,999,,1,1,98,56,49,10,4
fr1705936,81,,,,1,82,99,98,,4
fr1705937,64,001,,1,1,14,61,60,99,1
fr1705938,81,,,,1,82,47,99,,3
fr1705939,81,,,,1,81,47,52,,7
fr1705940,99,,,,1,999,47,99,,3
fr1705941,89,,,,1,999,99,99,,3
fr1705942,81,,,,1,999,47,99,,4
fr1705943,44,,,,1,999,99,99,,2
fr1705944,87,,,,1,81,43,52,,3
fr1705945,44,,,,1,999,46,98,,4
fr1705946,24,001,,1,1,11,74,28,2,1
fr1705947,97,,,,1,98,47,99,,7
fr1705948,81,,,,1,999,47,99,,4
fr1705949,44,,,,1,999,46,98,,3
fr1705950,45,B01,,2,1,98,83,45,4,2
fr1705951,53,001,,1,1,36,44,28,2,2
fr1705952,64,006,,1,1,999,97,99,2,1
fr1705953,44,001,,1,1,999,46,45,2,2
fr1705954,24,001,,2,1,11,74,44,4,1
fr1705955,72,001,,1,1,98,61,20,2,1
fr1705956,83,,,,1,999,16,52,,3
fr1705957,81,,,,1,81,47,52,,1
fr1705958,81,,,,1,81,43,52,,3
fr1705959,81,,,,1,999,99,99,,3
fr1705960,97,,,,1,999,97,99,,9
fr1705961,81,,,,1,999,99,98,,7
fr1705962,81,999,,1,1,999,99,99,99,3
fr1705963,83,,,,1,81,47,52,,4
fr1705964,61,002,,1,1,24,43,52,2,4
fr1705965,24,004,,1,1,12,74,28,2,2
fr1705966,24,001,,2,1,11,74,44,7,2
fr1705967,42,001,,1,1,29,48,52,4,3
fr1705968,13,B01,,2,1,999,39,99,6,1
fr1705969,44,001,,1,1,999,46,45,7,2
fr1705970,64,003,,1,1,999,54,45,2,4
fr1705971,78,001,,1,1,14,61,51,99,1
fr1705972,89,,,,1,82,47,51,,7
fr1705973,87,,,,1,81,47,12,,3
fr1705974,24,B01,,1,1,12,23,51,2,1
fr1705975,81,,,,1,81,43,52,,3
fr1705976,83,,,,1,999,99,52,,3
fr1705977,24,001,,2,1,11,74,44,7,1
fr1705978,24,001,,2,1,11,23,60,8,1
fr1705979,24,001,,2,1,11,74,44,2,1
fr1705980,44,001,,1,1,71,46,45,10,1
fr1705981,64,001,,2,1,96,51,98,2,1
fr1705982,44,001,,1,1,79,56,98,99,3
fr1705983,24,001,,1,1,12,56,48,4,1
fr1705984,73,999,,1,1,999,57,45,99,3
fr1705985,73,001,,1,1,59,54,52,2,4
fr1705986,81,,,,1,81,97,99,,3
fr1705987,81,,,,1,999,99,99,,7
fr1705988,64,001,,2,1,93,15,60,99,1
fr1705989,89,,,,1,999,99,20,,3
fr1705990,79,001,,1,1,14,99,98,2,1
fr1705991,99,,,,1,85,99,99,,3
fr1705992,87,,,,1,999,48,99,,7
fr1705993,44,,,,1,71,41,45,,4
fr1705994,81,,,,1,82,99,51,,3
fr1705995,81,,,,1,81,99,99,,7
fr1705996,11,001,,2,1,999,56,99,3,1
fr1705997,99,,,,1,999,47,99,,7
fr1705998,24,001,,1,1,12,74,44,4,1
fr1705999,75,,,,1,71,46,50,,4
fr1706000,53,001,,1,1,39,44,28,2,2
fr1706001,89,,,,1,81,47,52,,4
fr1706002,82,,,,1,82,81,51,,3
fr1706003,72,,,,1,84,59,51,,3
fr1706004,79,,,,1,999,51,99,,4
fr1706005,24,001,,1,1,11,54,46,2,1
fr1706006,81,,,,1,81,43,52,,7
fr1706007,49,999,,1,1,98,99,98,99,3
fr1706008,87,,,,1,71,47,45,,7
fr1706009,24,001,,1,1,12,74,44,4,1
fr1706010,72,999,,1,1,55,12,46,99,2
fr1706011,24,002,,1,1,11,74,44,5,1
fr1706012,81,,,,1,999,99,52,,3
fr1706013,55,B02,,1,1,83,55,52,4,1
fr1706014,81,,,,1,82,99,51,,5
fr1706015,24,001,,2,1,49,43,52,7,1
fr1706016,64,B01,,1,1,14,97,28,2,1
fr1706017,21,001,,1,1,71,21,45,2,1
fr1706018,24,001,,1,1,11,62,20,2,1
fr1706019,64,030,,9,1,71,99,45,9,4
fr1706020,81,,,,1,999,99,99,,1
fr1706021,44,,,,1,999,46,47,,3
fr1706022,44,,,,1,71,46,45,,4
fr1706023,81,,,,1,999,99,99,,4
fr1706024,82,,,,1,108,99,51,,3
fr1706025,99,,,,1,999,55,99,,2
fr1706026,44,,,,1,93,46,45,,4
fr1706027,75,,,,1,999,46,98,,4
fr1706028,97,,,,1,999,97,98,,4
fr1706029,83,,,,1,82,47,98,,7
fr1706030,27,001,,2,1,43,97,51,5,3
fr1706031,24,B01,,2,1,11,74,47,6,1
fr1706032,60,001,,1,1,31,41,98,2,2
fr1706033,24,001,,1,1,11,74,47,4,1
fr1706034,83,B01,,1,1,23,43,52,6,1
fr1706035,21,002,,1,1,55,33,44,4,1
fr1706036,89,,,,1,82,47,99,,7
fr1706037,89,,,,1,81,47,60,,9
fr1706038,78,001,,9,1,999,55,99,9,4
fr1706039,24,B01,,2,1,11,74,44,4,1
fr1706040,89,,,,1,81,99,52,,7
fr1706041,83,,,,1,24,43,52,,4
fr1706042,81,,,,1,82,47,60,,7
fr1706043,73,,,,1,999,31,99,,4
fr1706044,64,005,,1,1,999,21,48,2,1
fr1706045,44,001,,1,1,999,46,45,7,2
fr1706046,97,999,,1,1,999,56,98,99,1
fr1706047,97,001,,1,1,12,74,60,2,2
fr1706048,97,,,,1,999,99,99,,4
fr1706049,24,001,,2,1,11,56,60,8,2
fr1706050,73,B02,,1,1,999,56,50,99,2
fr1706051,24,001,,2,1,11,74,44,4,1
fr1706052,24,B01,,2,1,11,74,60,7,1
fr1706053,22,001,,2,1,83,35,52,4,2
fr1706054,23,001,,1,1,31,16,20,3,1
fr1706055,81,,,,1,999,99,99,,3
fr1706056,55,001,,1,1,23,43,52,4,2
fr1706057,22,009,,1,1,71,33,45,4,3
fr1706058,97,B01,,2,1,79,51,45,3,3
fr1706059,44,001,,1,1,71,46,45,7,2
fr1706060,24,002,,1,1,12,33,44,3,2
fr1706061,86,,,,1,999,47,49,,3
fr1706062,24,B01,,2,2,12,48,20,2,1
fr1706063,24,001,,1,1,11,57,60,2,1
fr1706064,44,B01,,1,1,999,46,99,2,1
fr1706065,21,B01,,1,1,17,55,48,2,3
fr1706066,24,001,,1,1,11,74,44,4,2
fr1706067,71,,,,1,999,46,45,,4
fr1706068,81,,,,1,999,16,99,,3
fr1706069,81,,,,1,81,47,52,,7
fr1706070,74,,,,1,999,99,99,,4
fr1706071,83,001,,1,1,81,99,99,8,7
fr1706072,44,,,,1,999,46,45,,4
fr1706073,86,,,,1,81,54,52,,1
fr1706074,73,B01,,1,1,56,54,52,2,2
fr1706075,24,001,,2,1,11,74,44,4,1
fr1706076,81,,,,1,81,47,52,,3
fr1706077,24,B01,,1,1,11,97,44,3,1
fr1706078,22,001,,2,1,28,34,52,2,1
fr1706079,24,B02,,2,1,11,74,44,2,1
fr1706080,81,,,,1,82,47,51,,5
fr1706081,63,999,,1,1,999,15,99,2,3
fr1706082,86,,,,1,999,97,99,,3
fr1706083,24,001,,2,1,11,74,44,7,1
fr1706084,44,001,,1,1,999,46,45,4,3
fr1706085,24,001,,3,1,12,14,44,4,3
fr1706086,27,001,,1,1,43,33,98,7,4
fr1706087,18,001,,9,1,71,55,45,2,4
fr1706088,89,,,,1,82,47,51,,4
fr1706089,99,,,,1,999,99,99,,3
fr1706090,81,,,,1,82,97,99,,7
fr1706091,86,,,,1,999,99,52,,5
fr1706092,42,999,,2,1,71,14,45,2,1
fr1706093,81,,,,1,85,71,12,,7
fr1706094,75,,,,1,72,46,50,,3
fr1706095,24,001,,1,1,19,43,52,2,1
fr1706096,62,001,,2,1,20,11,52,3,3
fr1706097,24,001,,1,1,11,97,98,3,2
fr1706098,83,B01,,1,1,23,43,52,5,3
fr1706099,24,B01,,1,1,12,99,60,4,3
fr1706100,99,,,,1,999,99,99,,1
fr1706101,74,,,,1,29,54,52,,4
fr1706102,86,,,,1,81,47,52,,4
fr1706103,81,,,,1,81,47,52,,3
fr1706104,75,,,,1,999,99,99,,9
fr1706105,71,,,,1,999,46,99,,9
fr1706106,74,001,,99,1,999,55,98,99,7
fr1706107,99,,,,1,999,51,99,,3
fr1706108,75,,,,1,93,46,47,,4
fr1706109,81,,,,1,81,47,99,,7
fr1706110,87,,,,1,999,99,99,,4
fr1706111,87,,,,1,999,99,99,,3
fr1706112,24,001,,2,1,11,97,44,2,1
fr1706113,24,001,,2,1,999,99,44,7,1
fr1706114,24,001,,1,1,11,74,47,4,1
fr1706115,81,,,,1,82,99,99,,7
fr1706116,83,,,,1,81,54,52,,3
fr1706117,24,002,,2,1,19,23,44,2,1
fr1706118,74,999,1,1,1,93,55,44,2,3
fr1706119,22,002,,1,1,999,31,45,2,1
fr1706120,30,001,,2,1,51,54,20,3,4
fr1706121,24,B01,,2,1,19,33,46,7,3
fr1706122,24,006,,2,1,11,23,60,4,3
fr1706123,74,999,,1,1,999,99,60,2,1
fr1706124,72,001,,1,1,71,55,45,2,1
fr1706125,71,,,,1,999,99,47,,3
fr1706126,73,001,,1,1,71,56,45,2,4
fr1706127,86,,,,1,81,43,52,,3
fr1706128,44,,,,1,71,46,98,,3
fr1706129,81,,,,1,81,47,20,,3
fr1706130,71,,,,1,999,51,98,,9
fr1706131,44,,,,1,999,46,99,,7
fr1706132,24,002,,1,1,12,39,46,2,1
fr1706133,24,001,,1,1,12,56,49,2,1
fr1706134,97,,,,1,20,97,52,,9
fr1706135,42,001,,2,1,93,55,45,2,3
fr1706136,81,,,,1,999,47,12,,1
fr1706137,81,,,,1,81,99,52,,3
fr1706138,81,,,,1,82,99,12,,7
fr1706139,24,B02,,1,1,11,43,52,7,2
fr1706140,31,001,,1,1,84,55,60,2,4
fr1706141,24,016,,2,1,19,74,60,4,1
fr1706142,22,003,,1,1,51,39,46,2,1
fr1706143,64,004,,2,1,14,22,45,2,1
fr1706144,71,997,,1,1,30,52,46,9,4
fr1706145,64,003,,2,1,71,36,60,2,4
fr1706146,31,001,,1,1,72,87,20,4,3
fr1706147,53,003,,1,1,37,44,28,2,1
fr1706148,24,003,,2,1,11,97,44,4,1
fr1706149,24,007,,2,1,11,74,44,4,1
fr1706150,75,997,1,9,1,999,46,99,99,4
fr1706151,24,001,,2,1,11,74,44,4,1
fr1706152,24,001,,1,1,16,74,47,3,2
fr1706153,79,997,,1,1,14,55,99,10,2
fr1706154,44,001,,2,1,71,46,45,9,2
fr1706155,86,,,,1,81,47,52,,7
fr1706156,99,,,,1,999,99,52,,7
fr1706157,81,,,,1,81,47,52,,7
fr1706158,81,,,,1,81,47,52,,3
fr1706159,81,,,,1,81,99,52,,7
fr1706160,71,,,,1,98,55,99,,3
fr1706161,89,,,,1,82,97,51,,3
fr1706162,97,,,,1,105,51,99,,4
fr1706163,85,,,,1,999,47,99,,7
fr1706164,83,,,,1,81,43,52,,1
fr1706165,24,001,,2,1,16,74,44,4,4
fr1706166,24,001,,1,1,12,62,99,2,1
fr1706167,97,001,,1,1,12,46,49,2,2
fr1706168,64,002,,1,1,73,11,46,7,4
fr1706169,27,001,,1,1,43,39,52,4,4
fr1706170,25,005,,1,1,71,39,46,2,2
fr1706171,75,,,,1,999,46,99,,4
fr1706172,81,999,,99,1,81,47,99,99,3
fr1706173,75,,,,1,999,99,99,,3
fr1706174,99,,,,1,999,99,99,,7
fr1706175,99,,,,1,999,99,99,,3
fr1706176,97,,,,1,21,87,99,,7
fr1706177,81,,,,1,85,71,12,,7
fr1706178,75,,,,1,999,99,99,,4
fr1706179,83,,,,1,30,55,73,,4
fr1706180,24,001,,2,1,11,23,44,4,2
fr1706181,44,001,,1,1,71,46,45,2,2
fr1706182,24,002,,1,1,11,74,47,4,1
fr1706183,44,001,,1,1,999,99,99,7,3
fr1706184,24,001,,1,1,16,74,98,2,3
fr1706185,64,002,,1,1,79,56,98,9,1
fr1706186,27,B01,,1,1,43,57,60,2,3
fr1706187,72,999,,8,1,71,21,45,99,4
fr1706188,50,B01,,4,1,999,41,99,8,3
fr1706189,24,001,,2,1,16,74,47,4,4
fr1706190,81,,,,1,83,47,98,,7
fr1706191,97,,,,1,71,46,45,,1
fr1706192,81,,,,1,999,99,99,,5
fr1706193,97,,,,1,62,16,60,,4
fr1706194,60,,,,1,999,54,99,,4
fr1706195,89,,,,1,999,99,99,,7
fr1706196,84,,,,1,81,71,99,,3
fr1706197,24,001,,1,1,14,54,48,4,1
fr1706198,64,007,,2,1,999,99,98,2,2
fr1706199,49,001,,1,1,21,43,52,2,2
fr1706200,81,,,,1,999,99,52,,3
fr1706201,75,999,,1,1,71,55,45,99,4
fr1706202,44,,,,1,999,56,99,,4
fr1706203,97,,,,1,20,55,20,,4
fr1706204,75,,,,1,999,46,45,,1
fr1706205,87,,,,1,107,46,98,,3
fr1706206,85,,,,1,81,99,52,,7
fr1706207,22,B01,,1,1,71,31,47,4,1
fr1706208,21,001,,3,1,48,97,98,4,3
fr1706209,64,999,,9,1,999,55,98,99,3
fr1706210,81,999,,1,1,81,99,52,99,7
fr1706211,55,B01,,1,1,49,97,20,7,2
fr1706212,42,001,,9,1,96,46,46,8,4
fr1706213,84,999,,1,1,81,47,47,2,1
fr1706214,83,,,,1,28,43,52,,3
fr1706215,81,,,,1,82,71,51,,7
fr1706216,62,996,,9,1,98,11,20,9,1
fr1706217,99,999,,1,1,999,59,99,2,3
fr1706218,81,,,,1,82,71,20,,7
fr1706219,24,002,,2,1,11,74,44,3,1
fr1706220,24,005,,2,1,19,74,60,2,1
fr1706221,24,B01,,1,1,11,97,44,2,1
fr1706222,97,,,,1,999,47,99,,3
fr1706223,24,B01,,1,1,19,56,46,3,1
fr1706224,24,001,,1,1,12,74,28,4,1
fr1706225,81,,,,1,999,99,99,,7
fr1706226,82,,,,1,999,47,98,,3
fr1706227,81,,,,1,30,16,52,,5
fr1706228,99,,,,1,999,48,99,,3
fr1706229,81,,,,1,82,47,51,,4
fr1706230,86,,,,1,81,99,20,,4
fr1706231,81,,,,1,81,47,60,,7
fr1706232,81,,,,1,81,99,99,,7
fr1706233,99,,,,1,999,99,99,,9
fr1706234,83,,,,1,81,99,52,,4
fr1706235,81,,,,1,82,47,51,,3
fr1706236,22,001,,2,1,24,15,52,2,2
fr1706237,24,002,,2,1,11,16,44,3,3
fr1706238,64,002,,2,1,71,12,45,9,4
fr1706239,79,999,,1,1,71,52,45,10,2
fr1706240,44,001,,2,1,999,46,45,7,3
fr1706241,89,,,,1,999,71,12,,7
fr1706242,64,002,,1,1,999,56,99,2,1
fr1706243,61,B04,,1,1,72,19,60,2,1
fr1706244,81,,,,1,999,96,99,,3
fr1706245,24,001,,2,1,11,74,44,7,1
fr1706246,82,,,,1,82,47,51,,4
fr1706247,81,,,,1,82,96,51,,4
fr1706248,81,,,,1,999,99,99,,7
fr1706249,81,,,,1,999,71,99,,7
fr1706250,24,001,,2,1,19,97,47,7,3
fr1706251,24,,,,1,16,74,60,,1
fr1706252,81,,,,1,81,47,12,,3
fr1706253,24,B01,,2,1,11,74,44,7,1
fr1706254,83,,,,1,81,47,52,,7
fr1706255,81,,,,1,82,99,51,,7
fr1706256,81,,,,1,85,71,12,,7
fr1706257,81,,,,1,82,47,12,,3
fr1706258,64,001,,2,1,71,54,45,2,1
fr1706259,81,,,,1,999,47,99,,7
fr1706260,81,,,,1,85,71,12,,3
fr1706261,44,001,,1,1,72,46,60,3,1
fr1706262,81,,,,1,85,47,12,,7
fr1706263,81,,,,1,82,47,98,,4
fr1706264,81,,,,1,999,47,99,,7
fr1706265,81,,,,1,82,47,51,,7
fr1706266,97,001,,1,1,30,56,52,2,4
fr1706267,81,,,,1,82,47,99,,7
fr1706268,81,,,,1,999,99,99,,3
fr1706269,27,001,,1,1,43,33,99,2,1
fr1706270,24,001,,1,1,16,16,60,2,2
fr1706271,29,B01,,2,1,42,21,52,7,1
fr1706272,75,001,,1,1,71,46,45,2,4
fr1706273,71,999,,1,1,79,21,45,99,3
fr1706274,86,,,,1,30,43,52,,7
fr1706275,97,,,,1,999,97,47,,9
fr1706276,61,001,,9,1,71,12,45,9,3
fr1706277,85,,,,1,81,97,52,,3
fr1706278,97,,,,1,98,71,47,,2
fr1706279,24,001,,2,1,11,23,44,4,1
fr1706280,62,996,,1,1,73,11,50,2,3
fr1706281,58,996,,9,1,62,54,52,9,3
fr1706282,42,B01,,1,2,20,99,52,9,1
fr1706283,44,,,,1,999,99,99,,4
fr1706284,24,B01,,1,1,11,23,50,2,1
fr1706285,64,011,,1,1,999,56,98,4,1
fr1706286,89,,,,1,81,54,52,,1
fr1706287,71,,,,1,71,55,45,,1
fr1706288,81,,,,1,84,47,99,,3
fr1706289,86,,,,1,81,47,52,,4
fr1706290,44,,,,1,92,46,99,,3
fr1706291,75,999,,1,1,999,46,99,2,4
fr1706292,71,,,,1,71,51,45,,1
fr1706293,81,,,,1,999,99,99,,3
fr1706294,75,,,,1,999,46,50,,3
fr1706295,83,,,,1,30,43,98,,3
fr1706296,87,,,,1,80,99,99,,7
fr1706297,62,002,,9,1,98,46,45,9,3
fr1706298,81,,,,1,999,99,20,,4
fr1706299,81,,,,1,81,47,52,,3
fr1706300,81,,,,1,84,47,99,,3
fr1706301,86,999,,1,1,81,21,52,2,1
fr1706302,83,,,,1,81,43,52,,1
fr1706303,89,,,,1,82,47,51,,4
fr1706304,86,999,,99,1,999,47,99,99,7
fr1706305,42,001,1,10,1,999,54,80,10,7
fr1706306,24,001,,2,1,11,74,44,7,1
fr1706307,42,001,,2,1,999,46,99,2,1
fr1706308,64,015,,2,1,71,41,45,2,3
fr1706309,24,006,,2,1,11,74,44,4,2
fr1706310,82,,,,1,82,47,28,,1
fr1706311,81,,,,1,999,99,99,,3
fr1706312,62,996,,2,1,31,40,60,9,1
fr1706313,81,,,,1,30,43,51,,7
fr1706314,24,B01,,2,1,11,74,60,2,2
fr1706315,81,,,,1,82,99,99,,3
fr1706316,75,001,,9,1,71,31,45,9,3
fr1706317,99,,,,1,82,71,12,,7
fr1706318,86,,,,1,999,99,99,,7
fr1706319,97,,,,1,59,99,52,,4
fr1706320,83,,,,1,81,54,52,,7
fr1706321,75,,,,1,71,56,98,,4
fr1706322,79,,,,1,999,51,45,,3
fr1706323,81,,,,1,81,43,52,,7
fr1706324,97,,,,1,999,99,99,,2
fr1706325,81,,,,1,81,99,60,,3
fr1706326,81,,,,1,999,99,99,,7
fr1706327,62,999,,1,1,71,15,45,9,2
fr1706328,64,001,,1,1,14,55,46,10,3
fr1706329,64,003,1,2,1,71,55,45,2,3
fr1706330,75,001,,1,1,999,46,99,6,7
fr1706331,64,002,,9,1,999,99,45,9,3
fr1706332,99,,,,1,105,51,52,,3
fr1706333,52,B01,,1,1,29,43,52,2,2
fr1706334,44,B01,,1,1,98,97,45,2,2
