id,sp_operation,sp_presence
sp1707825,,
sp1707826,,
sp1707827,2,2
sp1707828,3,1
sp1707829,3,9
sp1707830,8,3
sp1707831,2,1
sp1707832,2,3
sp1707833,8,3
sp1707834,2,1
sp1707835,3,1
sp1707836,,
sp1707837,8,3
sp1707838,8,3
sp1707839,2,1
sp1707840,,
sp1707841,8,3
sp1707842,9,9
sp1707843,8,3
sp1707844,2,1
sp1707845,8,9
sp1707846,9,9
sp1707847,9,9
sp1707848,,
sp1707849,,
sp1707850,,
sp1707851,3,1
sp1707852,8,3
sp1707853,8,3
sp1707854,8,3
sp1707855,9,9
sp1707856,,
sp1707857,,
sp1707858,,
sp1707859,,
sp1707860,,
sp1707861,,
sp1707862,8,9
sp1707863,,
sp1707864,8,3
sp1707865,8,3
sp1707866,3,9
sp1707867,8,3
sp1707868,8,3
sp1707869,8,3
sp1707870,,
sp1707871,8,3
sp1707872,8,3
sp1707873,8,3
sp1707874,8,3
sp1707875,1,1
sp1707876,8,3
sp1707877,8,3
sp1707878,8,3
sp1707879,2,1
sp1707880,2,2
sp1707881,,
sp1707882,3,1
sp1707883,,
sp1707884,,
sp1707885,,
sp1707886,,
sp1707887,,
sp1707888,,
sp1707889,,
sp1707890,,
sp1707891,,
sp1707892,,
sp1707893,,
sp1707894,2,3
sp1707895,8,3
sp1707896,8,3
sp1707897,9,9
sp1707898,8,3
sp1707899,8,3
sp1707900,8,3
sp1707901,8,3
sp1707902,8,3
sp1707903,8,3
sp1707904,8,3
sp1707905,,
sp1707906,,
sp1707907,3,9
sp1707908,1,1
sp1707909,8,3
sp1707910,8,3
sp1707911,,
sp1707912,,
sp1707913,,
sp1707914,,
sp1707915,,
sp1707916,,
sp1707917,,
sp1707918,,
sp1707919,,
sp1707920,,
sp1707921,,
sp1707922,,
sp1707923,3,9
sp1707924,8,9
sp1707925,2,9
sp1707926,,
sp1707927,3,1
sp1707928,8,3
sp1707929,8,3
sp1707930,8,3
sp1707931,8,3
sp1707932,2,2
sp1707933,,
sp1707934,,
sp1707935,,
sp1707936,,
sp1707937,,
sp1707938,8,3
sp1707939,,
sp1707940,,
sp1707941,,
sp1707942,8,3
sp1707943,8,3
sp1707944,8,3
sp1707945,4,3
sp1707946,8,3
sp1707947,1,1
sp1707948,8,3
sp1707949,3,2
sp1707950,4,1
sp1707951,5,9
sp1707952,8,3
sp1707953,,
sp1707954,,
sp1707955,9,9
sp1707956,8,3
sp1707957,8,3
sp1707958,,
sp1707959,9,9
sp1707960,,
sp1707961,2,1
sp1707962,2,1
sp1707963,8,3
sp1707964,2,2
sp1707965,8,3
sp1707966,9,9
sp1707967,8,3
sp1707968,8,3
sp1707969,8,3
sp1707970,8,3
sp1707971,2,1
sp1707972,2,2
sp1707973,8,3
sp1707974,2,2
sp1707975,8,3
sp1707976,,
sp1707977,,
sp1707978,,
sp1707979,,
sp1707980,,
sp1707981,,
sp1707982,8,3
sp1707983,,
sp1707984,,
sp1707985,9,9
sp1707986,3,1
sp1707987,3,9
sp1707988,8,3
sp1707989,,
sp1707990,8,3
sp1707991,8,3
sp1707992,,
sp1707993,8,3
sp1707994,8,3
sp1707995,8,3
sp1707996,8,3
sp1707997,8,3
sp1707998,,
sp1707999,1,1
sp1708000,8,3
sp1708001,1,2
sp1708002,8,3
sp1708003,5,9
sp1708004,8,3
sp1708005,8,3
sp1708006,8,3
sp1708007,2,2
sp1708008,1,1
sp1708009,,
sp1708010,,
sp1708011,,
sp1708012,,
sp1708013,,
sp1708014,,
sp1708015,,
sp1708016,3,1
sp1708017,,
sp1708018,8,3
sp1708019,8,3
sp1708020,8,3
sp1708021,9,9
sp1708022,8,3
sp1708023,1,2
sp1708024,,
sp1708025,1,1
sp1708026,8,3
sp1708027,3,1
sp1708028,8,3
sp1708029,8,3
sp1708030,9,9
sp1708031,1,1
sp1708032,8,9
sp1708033,,
sp1708034,3,9
sp1708035,9,9
sp1708036,8,3
sp1708037,,
sp1708038,8,3
sp1708039,8,9
sp1708040,8,3
sp1708041,8,3
sp1708042,,
sp1708043,,
sp1708044,,
sp1708045,,
sp1708046,,
sp1708047,,
sp1708048,8,9
sp1708049,,
sp1708050,,
sp1708051,4,1
sp1708052,8,3
sp1708053,8,9
sp1708054,1,1
sp1708055,2,2
sp1708056,8,3
sp1708057,8,3
sp1708058,2,2
sp1708059,8,3
sp1708060,8,2
sp1708061,8,3
sp1708062,,
sp1708063,,
sp1708064,,
sp1708065,,
sp1708066,8,3
sp1708067,9,9
sp1708068,,
sp1708069,,
sp1708070,,
sp1708071,8,3
sp1708072,8,3
sp1708073,3,1
sp1708074,8,3
sp1708075,8,3
sp1708076,8,3
sp1708077,2,1
sp1708078,8,3
sp1708079,9,9
sp1708080,8,3
sp1708081,3,1
sp1708082,8,3
sp1708083,8,3
sp1708084,8,3
sp1708085,8,3
sp1708086,8,3
sp1708087,3,9
sp1708088,8,3
sp1708089,8,3
sp1708090,8,3
sp1708091,8,3
sp1708092,8,3
sp1708093,8,3
sp1708094,8,3
sp1708095,9,9
sp1708096,,
sp1708097,1,1
sp1708098,3,1
sp1708099,,
sp1708100,,
sp1708101,,
sp1708102,8,3
sp1708103,,
sp1708104,,
sp1708105,,
sp1708106,8,3
sp1708107,8,3
sp1708108,8,3
sp1708109,9,9
sp1708110,2,1
sp1708111,8,3
sp1708112,2,2
sp1708113,8,3
sp1708114,4,1
sp1708115,8,3
sp1708116,8,3
sp1708117,2,9
sp1708118,,
sp1708119,1,1
sp1708120,2,2
sp1708121,2,2
sp1708122,,
sp1708123,8,3
sp1708124,,
sp1708125,8,3
sp1708126,8,3
sp1708127,3,9
sp1708128,8,3
sp1708129,4,3
sp1708130,9,9
sp1708131,8,3
sp1708132,8,3
sp1708133,8,3
sp1708134,8,3
sp1708135,8,9
sp1708136,,
sp1708137,,
sp1708138,,
sp1708139,,
sp1708140,,
sp1708141,,
sp1708142,,
sp1708143,,
sp1708144,,
sp1708145,8,3
sp1708146,8,3
sp1708147,8,3
sp1708148,1,1
sp1708149,8,3
sp1708150,8,3
sp1708151,8,3
sp1708152,2,2
sp1708153,8,3
sp1708154,1,1
sp1708155,,
sp1708156,,
sp1708157,8,3
sp1708158,1,2
sp1708159,8,3
sp1708160,8,3
sp1708161,8,3
sp1708162,8,3
sp1708163,,
sp1708164,3,1
sp1708165,,
sp1708166,8,9
sp1708167,8,9
sp1708168,8,3
sp1708169,2,2
sp1708170,8,3
sp1708171,8,3
sp1708172,8,3
sp1708173,3,1
sp1708174,,
sp1708175,,
sp1708176,,
sp1708177,8,3
sp1708178,,
sp1708179,9,9
sp1708180,,
sp1708181,8,3
sp1708182,8,3
sp1708183,,
sp1708184,3,9
sp1708185,,
sp1708186,8,3
sp1708187,8,3
sp1708188,8,3
sp1708189,2,9
sp1708190,2,2
sp1708191,8,3
sp1708192,8,3
sp1708193,2,2
sp1708194,1,1
sp1708195,3,2
sp1708196,8,3
sp1708197,8,3
sp1708198,8,3
sp1708199,2,9
sp1708200,1,1
sp1708201,4,1
sp1708202,3,1
sp1708203,1,1
sp1708204,8,3
sp1708205,,
sp1708206,8,3
sp1708207,3,2
sp1708208,,
sp1708209,,
sp1708210,,
sp1708211,8,3
sp1708212,,
sp1708213,,
sp1708214,,
sp1708215,,
sp1708216,,
sp1708217,,
sp1708218,,
sp1708219,2,9
sp1708220,8,3
sp1708221,8,3
sp1708222,8,3
sp1708223,8,3
sp1708224,2,2
sp1708225,8,3
sp1708226,3,2
sp1708227,2,9
sp1708228,1,1
sp1708229,,
sp1708230,2,9
sp1708231,2,1
sp1708232,1,1
sp1708233,8,3
sp1708234,8,3
sp1708235,,
sp1708236,,
sp1708237,,
sp1708238,8,3
sp1708239,9,9
sp1708240,,
sp1708241,2,2
sp1708242,8,3
sp1708243,8,3
sp1708244,8,3
sp1708245,8,3
sp1708246,8,3
sp1708247,2,1
sp1708248,8,3
sp1708249,2,2
sp1708250,2,9
sp1708251,5,9
sp1708252,,
sp1708253,8,3
sp1708254,8,3
sp1708255,,
sp1708256,,
sp1708257,,
sp1708258,,
sp1708259,,
sp1708260,,
sp1708261,,
sp1708262,,
sp1708263,,
sp1708264,,
sp1708265,8,3
sp1708266,9,9
sp1708267,,
sp1708268,,
sp1708269,8,3
sp1708270,3,1
sp1708271,8,3
sp1708272,8,3
sp1708273,2,2
sp1708274,2,9
sp1708275,2,2
sp1708276,8,9
sp1708277,,
sp1708278,,
sp1708279,,
sp1708280,,
sp1708281,,
sp1708282,,
sp1708283,,
sp1708284,,
sp1708285,2,9
sp1708286,8,3
sp1708287,8,3
sp1708288,8,3
sp1708289,8,9
sp1708290,,
sp1708291,8,3
sp1708292,5,9
sp1708293,8,3
sp1708294,8,3
sp1708295,8,3
sp1708296,1,2
sp1708297,3,1
sp1708298,2,1
sp1708299,8,3
sp1708300,8,3
sp1708301,1,1
sp1708302,8,3
sp1708303,8,3
sp1708304,2,2
sp1708305,8,9
sp1708306,8,3
sp1708307,8,3
sp1708308,8,3
sp1708309,8,3
sp1708310,2,9
sp1708311,8,3
sp1708312,8,3
sp1708313,8,3
sp1708314,8,3
sp1708315,8,3
sp1708316,8,3
sp1708317,8,3
sp1708318,8,3
sp1708319,,
sp1708320,,
sp1708321,8,9
sp1708322,8,3
sp1708323,3,1
sp1708324,8,3
sp1708325,8,3
sp1708326,2,1
sp1708327,2,9
sp1708328,8,3
sp1708329,1,1
sp1708330,2,1
sp1708331,8,3
sp1708332,8,3
sp1708333,,
sp1708334,3,1
sp1708335,8,3
sp1708336,1,1
sp1708337,,
sp1708338,,
sp1708339,,
sp1708340,,
sp1708341,,
sp1708342,,
sp1708343,,
sp1708344,,
sp1708345,,
sp1708346,,
sp1708347,2,2
sp1708348,8,3
sp1708349,8,3
sp1708350,8,3
sp1708351,8,3
sp1708352,3,2
sp1708353,3,1
sp1708354,9,3
sp1708355,2,9
sp1708356,8,3
sp1708357,8,3
sp1708358,,
sp1708359,,
sp1708360,,
sp1708361,,
sp1708362,,
sp1708363,,
sp1708364,,
sp1708365,8,9
sp1708366,8,3
sp1708367,8,3
sp1708368,8,3
sp1708369,9,9
sp1708370,,
sp1708371,8,3
sp1708372,8,3
sp1708373,1,1
sp1708374,8,3
sp1708375,2,2
sp1708376,2,1
sp1708377,8,3
sp1708378,8,3
sp1708379,2,2
sp1708380,8,3
sp1708381,4,1
sp1708382,1,1
sp1708383,8,9
sp1708384,8,3
sp1708385,9,9
sp1708386,8,3
sp1708387,2,1
sp1708388,9,9
sp1708389,2,2
sp1708390,9,9
sp1708391,8,3
sp1708392,8,3
sp1708393,,
sp1708394,,
sp1708395,,
sp1708396,,
sp1708397,,
sp1708398,8,9
sp1708399,9,9
sp1708400,8,3
sp1708401,9,9
sp1708402,3,2
sp1708403,4,1
sp1708404,9,9
sp1708405,8,3
sp1708406,8,3
sp1708407,8,3
sp1708408,8,3
sp1708409,2,2
sp1708410,8,3
sp1708411,8,3
sp1708412,8,3
sp1708413,,
sp1708414,2,2
sp1708415,2,2
sp1708416,2,9
sp1708417,8,3
sp1708418,2,2
sp1708419,8,3
sp1708420,2,2
sp1708421,8,3
sp1708422,8,3
sp1708423,9,9
sp1708424,8,3
sp1708425,8,3
sp1708426,,
sp1708427,8,3
sp1708428,8,3
sp1708429,8,3
sp1708430,8,3
sp1708431,3,1
sp1708432,2,2
sp1708433,,
sp1708434,8,3
sp1708435,,
sp1708436,8,3
sp1708437,,
sp1708438,,
sp1708439,,
sp1708440,8,3
sp1708441,9,9
sp1708442,8,3
sp1708443,2,2
sp1708444,3,3
sp1708445,8,3
sp1708446,3,9
sp1708447,,
sp1708448,1,1
sp1708449,4,1
sp1708450,8,3
sp1708451,2,9
sp1708452,1,1
sp1708453,1,1
sp1708454,1,1
sp1708455,8,9
sp1708456,8,3
sp1708457,8,3
sp1708458,2,1
sp1708459,2,2
sp1708460,8,3
sp1708461,2,2
sp1708462,2,2
sp1708463,2,1
sp1708464,8,3
sp1708465,8,3
sp1708466,,
sp1708467,8,3
sp1708468,8,3
sp1708469,,
sp1708470,,
sp1708471,,
sp1708472,,
sp1708473,,
sp1708474,,
sp1708475,,
sp1708476,9,9
sp1708477,,
sp1708478,8,3
sp1708479,,
sp1708480,8,9
sp1708481,8,9
sp1708482,2,2
sp1708483,8,3
sp1708484,2,1
sp1708485,8,3
sp1708486,2,2
sp1708487,8,3
sp1708488,2,2
sp1708489,8,3
sp1708490,8,3
sp1708491,8,3
sp1708492,8,3
sp1708493,3,1
sp1708494,,
sp1708495,2,2
sp1708496,8,3
sp1708497,8,3
sp1708498,8,3
sp1708499,9,9
sp1708500,,
sp1708501,8,3
sp1708502,8,3
sp1708503,8,3
sp1708504,8,3
sp1708505,5,9
sp1708506,2,2
sp1708507,2,2
sp1708508,2,2
sp1708509,8,3
sp1708510,2,1
sp1708511,8,3
sp1708512,8,3
sp1708513,8,3
sp1708514,8,3
sp1708515,,
sp1708516,8,3
sp1708517,2,2
sp1708518,8,3
sp1708519,2,9
sp1708520,9,9
sp1708521,1,1
sp1708522,8,3
sp1708523,,
sp1708524,8,3
sp1708525,9,9
sp1708526,8,3
sp1708527,2,2
sp1708528,8,3
sp1708529,,
sp1708530,,
sp1708531,,
sp1708532,,
sp1708533,,
sp1708534,,
sp1708535,2,1
sp1708536,,
sp1708537,,
sp1708538,1,2
sp1708539,2,3
sp1708540,8,3
sp1708541,2,2
sp1708542,8,3
sp1708543,8,3
sp1708544,1,2
sp1708545,,
sp1708546,8,3
sp1708547,,
sp1708548,,
sp1708549,8,3
sp1708550,9,9
sp1708551,2,2
sp1708552,3,9
sp1708553,2,2
sp1708554,8,3
sp1708555,8,3
sp1708556,8,3
sp1708557,3,1
sp1708558,8,3
sp1708559,8,3
sp1708560,,
sp1708561,2,2
sp1708562,8,3
sp1708563,8,3
sp1708564,8,3
sp1708565,8,3
sp1708566,8,3
sp1708567,9,9
sp1708568,8,9
sp1708569,9,9
sp1708570,8,3
sp1708571,2,9
sp1708572,8,9
sp1708573,9,9
sp1708574,9,9
sp1708575,9,9
sp1708576,8,3
sp1708577,8,3
sp1708578,8,3
sp1708579,8,3
sp1708580,8,3
sp1708581,8,3
sp1708582,2,1
sp1708583,8,3
sp1708584,8,3
sp1708585,8,3
sp1708586,,
sp1708587,,
sp1708588,,
sp1708589,,
sp1708590,,
sp1708591,,
sp1708592,,
sp1708593,8,3
sp1708594,8,3
sp1708595,9,9
sp1708596,,
sp1708597,8,3
sp1708598,9,9
sp1708599,8,3
sp1708600,8,3
sp1708601,8,9
sp1708602,3,1
sp1708603,8,3
sp1708604,3,1
sp1708605,8,3
sp1708606,8,3
sp1708607,2,2
sp1708608,9,9
sp1708609,3,1
sp1708610,8,3
sp1708611,8,3
sp1708612,8,3
sp1708613,9,9
sp1708614,2,2
sp1708615,9,9
sp1708616,8,3
sp1708617,9,9
sp1708618,,
sp1708619,3,1
sp1708620,8,3
sp1708621,8,3
sp1708622,8,3
sp1708623,8,9
sp1708624,,
sp1708625,8,3
sp1708626,8,3
sp1708627,2,2
sp1708628,8,3
sp1708629,2,3
sp1708630,2,1
sp1708631,,
sp1708632,8,3
sp1708633,8,3
sp1708634,8,3
sp1708635,2,2
sp1708636,9,9
sp1708637,8,3
sp1708638,2,2
sp1708639,8,3
sp1708640,,
sp1708641,,
sp1708642,,
sp1708643,,
sp1708644,8,9
sp1708645,8,3
sp1708646,9,9
sp1708647,4,9
sp1708648,1,2
sp1708649,8,3
sp1708650,8,3
sp1708651,2,2
sp1708652,,
sp1708653,8,3
sp1708654,2,1
sp1708655,,
sp1708656,,
sp1708657,,
sp1708658,,
sp1708659,8,3
sp1708660,8,3
sp1708661,5,9
sp1708662,8,3
sp1708663,8,3
sp1708664,2,1
sp1708665,8,3
sp1708666,8,3
sp1708667,8,3
sp1708668,2,2
sp1708669,2,2
sp1708670,2,2
sp1708671,8,3
sp1708672,8,3
sp1708673,8,3
sp1708674,3,1
sp1708675,2,9
sp1708676,2,2
sp1708677,8,3
sp1708678,8,9
sp1708679,8,3
sp1708680,8,3
sp1708681,1,1
sp1708682,8,3
sp1708683,8,3
sp1708684,8,3
sp1708685,8,3
sp1708686,,
sp1708687,2,2
sp1708688,2,2
sp1708689,1,1
sp1708690,8,3
sp1708691,2,2
sp1708692,2,2
sp1708693,2,9
sp1708694,2,9
sp1708695,2,1
sp1708696,3,2
sp1708697,8,3
sp1708698,9,9
sp1708699,8,3
sp1708700,8,3
sp1708701,8,3
sp1708702,3,1
sp1708703,8,9
sp1708704,8,3
sp1708705,8,3
sp1708706,8,3
sp1708707,8,3
sp1708708,8,3
sp1708709,8,3
sp1708710,,
sp1708711,,
sp1708712,8,3
sp1708713,,
sp1708714,,
sp1708715,,
sp1708716,,
sp1708717,2,2
sp1708718,1,1
sp1708719,9,9
sp1708720,8,3
sp1708721,2,1
sp1708722,,
sp1708723,8,3
sp1708724,,
sp1708725,,
sp1708726,,
sp1708727,8,3
sp1708728,8,3
sp1708729,2,2
sp1708730,8,3
sp1708731,8,3
sp1708732,8,3
sp1708733,5,9
sp1708734,2,2
sp1708735,4,2
sp1708736,9,9
sp1708737,8,3
sp1708738,3,1
sp1708739,9,9
sp1708740,8,3
sp1708741,2,9
sp1708742,8,3
sp1708743,8,3
sp1708744,8,3
sp1708745,8,3
sp1708746,3,9
sp1708747,8,3
sp1708748,8,3
sp1708749,8,3
sp1708750,8,3
sp1708751,8,3
sp1708752,,
sp1708753,8,3
sp1708754,8,3
sp1708755,9,9
sp1708756,9,9
sp1708757,3,1
sp1708758,2,1
sp1708759,8,3
sp1708760,,
sp1708761,8,3
sp1708762,8,3
sp1708763,8,9
sp1708764,2,9
sp1708765,8,3
sp1708766,8,3
sp1708767,3,1
sp1708768,8,3
sp1708769,8,3
sp1708770,8,3
sp1708771,8,3
sp1708772,9,9
sp1708773,2,9
sp1708774,,
sp1708775,,
sp1708776,,
sp1708777,,
sp1708778,,
sp1708779,,
sp1708780,,
sp1708781,8,3
sp1708782,8,9
sp1708783,8,3
sp1708784,2,9
sp1708785,8,3
sp1708786,8,3
sp1708787,,
sp1708788,2,1
sp1708789,8,3
sp1708790,8,3
sp1708791,8,3
sp1708792,8,3
sp1708793,8,3
sp1708794,3,1
sp1708795,2,9
sp1708796,8,3
sp1708797,8,3
sp1708798,8,3
sp1708799,,
sp1708800,2,2
sp1708801,8,3
sp1708802,4,1
sp1708803,8,3
sp1708804,8,3
sp1708805,5,9
sp1708806,8,3
sp1708807,9,9
sp1708808,2,1
sp1708809,2,9
sp1708810,8,3
sp1708811,2,2
sp1708812,8,3
sp1708813,,
sp1708814,,
sp1708815,,
sp1708816,,
sp1708817,8,3
sp1708818,,
sp1708819,8,3
sp1708820,8,3
sp1708821,2,1
sp1708822,9,9
sp1708823,3,1
sp1708824,2,1
sp1708825,8,3
sp1708826,,
sp1708827,,
sp1708828,8,3
sp1708829,8,3
sp1708830,2,2
sp1708831,8,3
sp1708832,3,1
sp1708833,8,3
sp1708834,2,1
sp1708835,8,3
sp1708836,8,3
sp1708837,8,3
sp1708838,1,1
sp1708839,3,9
sp1708840,8,3
sp1708841,8,3
sp1708842,2,2
sp1708843,2,9
sp1708844,8,3
sp1708845,8,3
sp1708846,8,3
sp1708847,8,3
sp1708848,8,3
sp1708849,3,9
sp1708850,8,3
sp1708851,8,3
sp1708852,8,9
sp1708853,8,3
sp1708854,8,3
sp1708855,3,1
sp1708856,9,9
sp1708857,2,1
sp1708858,2,9
sp1708859,8,3
sp1708860,8,3
sp1708861,8,3
sp1708862,5,3
sp1708863,2,2
sp1708864,,
sp1708865,8,3
sp1708866,2,9
sp1708867,8,9
sp1708868,8,3
sp1708869,8,3
sp1708870,2,3
sp1708871,1,1
sp1708872,2,3
sp1708873,2,2
sp1708874,8,3
sp1708875,8,3
sp1708876,,
sp1708877,1,1
sp1708878,2,1
sp1708879,2,9
sp1708880,8,3
sp1708881,8,3
sp1708882,3,1
sp1708883,8,3
sp1708884,9,2
sp1708885,,
sp1708886,8,3
sp1708887,8,3
sp1708888,9,9
sp1708889,8,3
sp1708890,8,3
sp1708891,8,9
sp1708892,8,3
sp1708893,8,3
sp1708894,8,3
sp1708895,8,3
sp1708896,8,3
sp1708897,9,9
sp1708898,2,2
sp1708899,8,3
sp1708900,8,3
sp1708901,8,3
sp1708902,8,3
sp1708903,8,3
sp1708904,1,2
sp1708905,8,3
sp1708906,3,2
sp1708907,8,3
sp1708908,3,1
sp1708909,,
sp1708910,2,1
sp1708911,8,3
sp1708912,8,3
sp1708913,8,3
sp1708914,8,3
sp1708915,8,3
sp1708916,8,3
sp1708917,,
sp1708918,8,3
sp1708919,9,9
sp1708920,3,1
sp1708921,1,1
sp1708922,8,3
sp1708923,8,3
sp1708924,8,3
sp1708925,3,1
sp1708926,8,3
sp1708927,8,3
sp1708928,9,9
sp1708929,2,3
sp1708930,9,9
sp1708931,8,3
sp1708932,8,3
sp1708933,8,3
sp1708934,8,3
sp1708935,8,3
sp1708936,2,2
sp1708937,8,3
sp1708938,8,3
sp1708939,1,2
sp1708940,8,3
sp1708941,4,1
sp1708942,5,9
sp1708943,8,3
sp1708944,,
sp1708945,9,9
sp1708946,8,3
sp1708947,8,3
sp1708948,8,3
sp1708949,8,3
sp1708950,3,9
sp1708951,8,3
sp1708952,8,3
sp1708953,8,3
sp1708954,,
sp1708955,9,9
sp1708956,8,3
sp1708957,1,1
sp1708958,8,3
sp1708959,8,3
sp1708960,8,3
sp1708961,2,2
sp1708962,,
sp1708963,8,3
sp1708964,8,3
sp1708965,8,3
sp1708966,8,3
sp1708967,3,1
sp1708968,2,1
sp1708969,,
sp1708970,3,1
sp1708971,8,3
sp1708972,8,3
sp1708973,8,3
sp1708974,8,3
sp1708975,8,3
sp1708976,2,2
sp1708977,9,9
sp1708978,2,2
sp1708979,8,3
sp1708980,8,3
sp1708981,8,3
sp1708982,8,3
sp1708983,1,1
sp1708984,8,3
sp1708985,8,3
sp1708986,2,1
sp1708987,,
sp1708988,8,3
sp1708989,8,3
sp1708990,8,3
sp1708991,8,3
sp1708992,,
sp1708993,,
sp1708994,8,3
sp1708995,8,3
sp1708996,2,2
sp1708997,8,3
sp1708998,2,2
sp1708999,1,1
sp1709000,2,2
sp1709001,8,9
sp1709002,,
sp1709003,8,9
sp1709004,8,3
sp1709005,8,3
sp1709006,5,9
sp1709007,8,3
sp1709008,9,9
sp1709009,1,2
sp1709010,8,3
sp1709011,2,2
sp1709012,8,3
sp1709013,8,3
sp1709014,8,3
sp1709015,8,3
sp1709016,8,3
sp1709017,8,3
sp1709018,8,3
sp1709019,9,9
sp1709020,8,3
sp1709021,1,1
sp1709022,8,3
sp1709023,8,3
sp1709024,8,9
sp1709025,8,3
sp1709026,4,2
sp1709027,8,3
sp1709028,8,3
sp1709029,1,1
sp1709030,,
sp1709031,8,3
sp1709032,8,3
sp1709033,8,3
sp1709034,8,3
sp1709035,8,3
sp1709036,9,9
sp1709037,1,2
sp1709038,,
sp1709039,8,3
sp1709040,8,3
sp1709041,8,3
sp1709042,8,3
sp1709043,8,3
sp1709044,,
sp1709045,8,3
sp1709046,8,3
sp1709047,8,3
sp1709048,8,9
sp1709049,8,3
sp1709050,8,3
sp1709051,8,3
sp1709052,8,3
sp1709053,8,3
sp1709054,3,1
sp1709055,1,1
sp1709056,8,3
sp1709057,8,3
sp1709058,5,1
sp1709059,8,3
sp1709060,8,3
sp1709061,8,3
sp1709062,8,3
sp1709063,8,3
sp1709064,9,9
sp1709065,8,9
sp1709066,8,3
sp1709067,8,3
sp1709068,1,1
sp1709069,8,3
sp1709070,8,3
sp1709071,8,3
sp1709072,8,3
sp1709073,8,3
sp1709074,8,3
sp1709075,2,2
sp1709076,8,3
sp1709077,8,3
sp1709078,8,3
sp1709079,8,3
sp1709080,8,3
sp1709081,9,9
sp1709082,9,9
sp1709083,8,3
sp1709084,8,3
sp1709085,2,9
sp1709086,8,3
sp1709087,8,3
sp1709088,8,3
sp1709089,8,3
sp1709090,3,1
sp1709091,8,3
sp1709092,8,3
sp1709093,8,3
sp1709094,9,9
sp1709095,8,3
sp1709096,8,3
sp1709097,9,9
sp1709098,,
sp1709099,8,3
sp1709100,8,3
sp1709101,8,3
sp1709102,8,3
sp1709103,8,3
sp1709104,9,9
sp1709105,1,2
sp1709106,8,3
sp1709107,2,2
sp1709108,8,3
sp1709109,9,9
sp1709110,8,9
sp1709111,,
sp1709112,8,3
sp1709113,,
sp1709114,9,9
sp1709115,8,3
sp1709116,,
sp1709117,8,3
sp1709118,8,3
sp1709119,8,3
sp1709120,8,3
sp1709121,,
sp1709122,8,3
sp1709123,8,3
sp1709124,8,3
sp1709125,8,3
sp1709126,8,3
sp1709127,8,3
sp1709128,8,3
sp1709129,8,3
sp1709130,8,3
sp1709131,8,9
sp1709132,2,1
sp1709133,,
sp1709134,2,1
sp1709135,8,3
sp1709136,3,2
sp1709137,8,3
sp1709138,8,3
sp1709139,9,9
sp1709140,8,3
sp1709141,9,9
sp1709142,8,3
sp1709143,8,3
sp1709144,8,3
sp1709145,,
sp1709146,8,3
sp1709147,8,3
sp1709148,8,3
sp1709149,8,3
sp1709150,8,3
sp1709151,9,9
sp1709152,9,9
sp1709153,8,3
sp1709154,,
sp1709155,8,3
sp1709156,2,9
sp1709157,8,3
sp1709158,8,3
sp1709159,9,1
sp1709160,,
sp1709161,,
sp1709162,5,1
sp1709163,1,1
sp1709164,8,3
sp1709165,8,3
sp1709166,8,3
sp1709167,,
sp1709168,8,3
sp1709169,1,1
sp1709170,8,3
sp1709171,8,3
sp1709172,5,9
sp1709173,8,3
sp1709174,8,3
sp1709175,1,1
sp1709176,8,3
sp1709177,8,3
sp1709178,9,9
sp1709179,3,1
sp1709180,8,3
sp1709181,8,3
sp1709182,2,1
sp1709183,8,3
sp1709184,8,3
sp1709185,1,1
sp1709186,8,3
sp1709187,2,2
sp1709188,9,9
sp1709189,1,2
sp1709190,8,3
sp1709191,8,3
sp1709192,8,3
sp1709193,8,3
sp1709194,2,1
sp1709195,9,9
sp1709196,,
sp1709197,5,9
sp1709198,8,3
sp1709199,9,3
sp1709200,8,3
sp1709201,8,3
sp1709202,8,3
sp1709203,8,3
sp1709204,8,3
sp1709205,8,3
sp1709206,8,3
sp1709207,8,3
sp1709208,8,3
sp1709209,1,1
sp1709210,9,9
sp1709211,8,3
sp1709212,8,3
sp1709213,4,9
sp1709214,8,3
sp1709215,8,3
sp1709216,2,2
sp1709217,8,3
sp1709218,2,3
sp1709219,1,1
sp1709220,3,1
sp1709221,8,3
sp1709222,8,3
sp1709223,2,1
sp1709224,8,3
sp1709225,8,3
sp1709226,8,3
sp1709227,2,2
sp1709228,8,3
sp1709229,8,3
sp1709230,8,3
sp1709231,8,3
sp1709232,8,3
sp1709233,8,3
sp1709234,3,1
sp1709235,8,3
sp1709236,,
sp1709237,8,3
sp1709238,2,2
sp1709239,8,3
sp1709240,9,9
sp1709241,9,9
sp1709242,8,3
sp1709243,1,1
sp1709244,1,1
sp1709245,,
sp1709246,8,3
sp1709247,2,1
sp1709248,8,3
sp1709249,3,1
sp1709250,8,3
sp1709251,1,2
sp1709252,8,3
sp1709253,8,3
sp1709254,8,3
sp1709255,9,9
sp1709256,4,9
sp1709257,8,3
sp1709258,8,9
sp1709259,8,3
sp1709260,8,3
sp1709261,8,3
sp1709262,8,3
sp1709263,,
sp1709264,1,1
sp1709265,8,3
sp1709266,8,3
sp1709267,8,3
sp1709268,1,1
sp1709269,8,3
sp1709270,9,9
sp1709271,8,9
sp1709272,,
sp1709273,2,9
sp1709274,8,3
sp1709275,8,3
sp1709276,9,9
sp1709277,8,3
sp1709278,1,1
sp1709279,3,1
sp1709280,1,1
sp1709281,8,3
sp1709282,1,1
