id,sa_fire_origin,sa_alarm_failure,sa_alarm_type,sa_impact_evacuation
sa1705423,3,99,4,7
sa1705424,2,98,1,8
sa1705425,2,98,1,8
sa1705426,1,9,8,8
sa1705427,2,98,4,3
sa1705428,1,9,8,1
sa1705429,1,98,8,8
sa1705430,3,5,2,8
sa1705431,3,9,2,9
sa1705432,2,98,1,1
sa1705433,2,98,1,3
sa1705434,2,98,2,1
sa1705435,9,4,9,7
sa1705436,2,98,2,7
sa1705437,1,98,8,8
sa1705438,,,,
sa1705439,1,98,8,8
sa1705440,,,,
sa1705441,2,98,2,1
sa1705442,2,98,1,1
sa1705443,2,98,1,1
sa1705444,2,98,4,2
sa1705445,1,5,1,7
sa1705446,1,98,8,7
sa1705447,9,5,8,7
sa1705448,2,98,9,2
sa1705449,1,5,8,9
sa1705450,2,98,2,2
sa1705451,,,,
sa1705452,,,,
sa1705453,,,,
sa1705454,,,,
sa1705455,,,,
sa1705456,,,,
sa1705457,,,,
sa1705458,,,,
sa1705459,,,,
sa1705460,,,,
sa1705461,2,98,1,1
sa1705462,3,4,2,7
sa1705463,2,98,2,9
sa1705464,3,4,4,1
sa1705465,3,4,2,8
sa1705466,1,98,8,7
sa1705467,3,99,2,9
sa1705468,1,98,8,1
sa1705469,4,98,1,7
sa1705470,9,98,8,9
sa1705471,9,5,2,9
sa1705472,2,98,1,8
sa1705473,3,4,4,8
sa1705474,,,,
sa1705475,1,5,4,8
sa1705476,9,98,8,7
sa1705477,9,9,8,1
sa1705478,2,98,2,2
sa1705479,3,98,4,9
sa1705480,3,4,1,7
sa1705481,,,,
sa1705482,1,98,8,3
sa1705483,3,4,4,8
sa1705484,,,,
sa1705485,,,,
sa1705486,,,,
sa1705487,,,,
sa1705488,,,,
sa1705489,,,,
sa1705490,,,,
sa1705491,,,,
sa1705492,,,,
sa1705493,,,,
sa1705494,,,,
sa1705495,3,99,1,1
sa1705496,2,98,1,1
sa1705497,3,98,4,2
sa1705498,2,9,1,7
sa1705499,,,,
sa1705500,,,,
sa1705501,,,,
sa1705502,,,,
sa1705503,,,,
sa1705504,,,,
sa1705505,,,,
sa1705506,,,,
sa1705507,9,98,8,7
sa1705508,9,98,9,8
sa1705509,,,,
sa1705510,3,98,8,8
sa1705511,2,98,1,7
sa1705512,2,98,4,8
sa1705513,9,4,8,9
sa1705514,,,,
sa1705515,9,5,9,8
sa1705516,4,98,1,7
sa1705517,9,4,9,7
sa1705518,,,,
sa1705519,2,98,1,3
sa1705520,,,,
sa1705521,1,98,8,7
sa1705522,9,98,9,1
sa1705523,2,98,1,1
sa1705524,3,9,4,7
sa1705525,,,,
sa1705526,2,98,1,3
sa1705527,9,98,8,9
sa1705528,1,98,8,1
sa1705529,2,98,2,1
sa1705530,,,,
sa1705531,9,98,9,8
sa1705532,2,5,9,1
sa1705533,1,98,8,8
sa1705534,3,5,1,7
sa1705535,2,98,1,1
sa1705536,2,98,2,1
sa1705537,3,4,4,7
sa1705538,3,4,1,7
sa1705539,2,98,9,1
sa1705540,2,98,1,1
sa1705541,,,,
sa1705542,1,98,8,8
sa1705543,9,98,9,9
sa1705544,1,8,2,7
sa1705545,9,98,9,1
sa1705546,9,98,8,9
sa1705547,2,98,2,1
sa1705548,1,98,8,8
sa1705549,9,98,9,7
sa1705550,1,1,1,7
sa1705551,1,98,8,8
sa1705552,2,98,2,1
sa1705553,2,98,1,1
sa1705554,,,,
sa1705555,,,,
sa1705556,,,,
sa1705557,1,98,8,8
sa1705558,,,,
sa1705559,,,,
sa1705560,,,,
sa1705561,1,98,8,7
sa1705562,3,9,2,7
sa1705563,1,9,8,7
sa1705564,9,5,1,9
sa1705565,,,,
sa1705566,1,98,8,9
sa1705567,2,98,2,1
sa1705568,,,,
sa1705569,,,,
sa1705570,,,,
sa1705571,,,,
sa1705572,,,,
sa1705573,,,,
sa1705574,,,,
sa1705575,,,,
sa1705576,,,,
sa1705577,,,,
sa1705578,9,4,9,3
sa1705579,1,9,8,8
sa1705580,2,98,1,1
sa1705581,2,98,9,7
sa1705582,,,,
sa1705583,1,98,8,7
sa1705584,9,98,9,7
sa1705585,1,98,4,1
sa1705586,2,98,9,1
sa1705587,,,,
sa1705588,,,,
sa1705589,,,,
sa1705590,1,99,9,7
sa1705591,9,5,9,7
sa1705592,2,98,4,1
sa1705593,1,98,8,8
sa1705594,2,98,4,9
sa1705595,,,,
sa1705596,3,99,9,7
sa1705597,1,98,8,8
sa1705598,3,5,2,7
sa1705599,9,98,9,9
sa1705600,1,3,2,7
sa1705601,,,,
sa1705602,1,98,8,8
sa1705603,,,,
sa1705604,2,98,4,1
sa1705605,3,4,2,7
sa1705606,1,9,8,7
sa1705607,2,98,2,1
sa1705608,,,,
sa1705609,2,98,9,9
sa1705610,2,98,1,1
sa1705611,3,1,1,1
sa1705612,3,4,9,9
sa1705613,3,99,1,1
sa1705614,3,4,1,7
sa1705615,2,98,4,2
sa1705616,,,,
sa1705617,2,98,2,1
sa1705618,1,98,9,8
sa1705619,3,4,1,1
sa1705620,2,98,4,2
sa1705621,1,98,2,3
sa1705622,,,,
sa1705623,2,98,2,4
sa1705624,2,98,4,2
sa1705625,1,98,8,8
sa1705626,2,98,2,1
sa1705627,1,5,8,8
sa1705628,,,,
sa1705629,1,98,8,8
sa1705630,,,,
sa1705631,,,,
sa1705632,,,,
sa1705633,,,,
sa1705634,,,,
sa1705635,,,,
sa1705636,,,,
sa1705637,,,,
sa1705638,9,98,8,8
sa1705639,2,98,2,9
sa1705640,2,98,1,1
sa1705641,,,,
sa1705642,,,,
sa1705643,2,98,1,2
sa1705644,2,98,4,9
sa1705645,,,,
sa1705646,,,,
sa1705647,,,,
sa1705648,,,,
sa1705649,,,,
sa1705650,,,,
sa1705651,,,,
sa1705652,,,,
sa1705653,,,,
sa1705654,,,,
sa1705655,,,,
sa1705656,2,98,1,1
sa1705657,3,2,1,7
sa1705658,2,98,4,9
sa1705659,9,98,8,9
sa1705660,,,,
sa1705661,2,98,1,7
sa1705662,,,,
sa1705663,,,,
sa1705664,1,98,8,9
sa1705665,3,5,2,8
sa1705666,,,,
sa1705667,,,,
sa1705668,1,98,8,1
sa1705669,,,,
sa1705670,1,3,1,9
sa1705671,,,,
sa1705672,,,,
sa1705673,2,98,2,1
sa1705674,,,,
sa1705675,,,,
sa1705676,3,4,1,7
sa1705677,,,,
sa1705678,1,98,8,7
sa1705679,1,9,2,1
sa1705680,9,5,8,8
sa1705681,,,,
sa1705682,,,,
sa1705683,9,98,8,7
sa1705684,,,,
sa1705685,3,98,1,8
sa1705686,,,,
sa1705687,,,,
sa1705688,,,,
sa1705689,9,9,9,2
sa1705690,,,,
sa1705691,,,,
sa1705692,9,98,8,7
sa1705693,2,98,4,9
sa1705694,,,,
sa1705695,,,,
sa1705696,1,5,8,7
sa1705697,,,,
sa1705698,3,98,2,7
sa1705699,1,98,9,8
sa1705700,2,98,2,2
sa1705701,,,,
sa1705702,,,,
sa1705703,,,,
sa1705704,2,98,4,1
sa1705705,,,,
sa1705706,,,,
sa1705707,,,,
sa1705708,1,98,8,8
sa1705709,,,,
sa1705710,9,98,8,8
sa1705711,,,,
sa1705712,,,,
sa1705713,,,,
sa1705714,2,98,1,1
sa1705715,9,99,1,7
sa1705716,1,9,8,1
sa1705717,1,98,8,8
sa1705718,2,98,1,1
sa1705719,,,,
sa1705720,,,,
sa1705721,,,,
sa1705722,1,98,8,8
sa1705723,,,,
sa1705724,,,,
sa1705725,,,,
sa1705726,,,,
sa1705727,,,,
sa1705728,2,98,2,1
sa1705729,2,98,9,1
sa1705730,2,98,2,3
sa1705731,9,99,9,7
sa1705732,2,98,9,2
sa1705733,,,,
sa1705734,,,,
sa1705735,,,,
sa1705736,3,99,2,7
sa1705737,2,98,9,9
sa1705738,,,,
sa1705739,1,98,9,1
sa1705740,,,,
sa1705741,2,98,4,8
sa1705742,1,9,8,7
sa1705743,2,98,4,1
sa1705744,2,98,2,1
sa1705745,1,4,8,7
sa1705746,2,98,1,1
sa1705747,9,98,9,3
sa1705748,,,,
sa1705749,3,7,1,7
sa1705750,3,4,4,3
sa1705751,3,1,1,7
sa1705752,,,,
sa1705753,2,98,1,1
sa1705754,,,,
sa1705755,2,98,1,1
sa1705756,,,,
sa1705757,1,98,1,1
sa1705758,,,,
sa1705759,,,,
sa1705760,3,9,1,7
sa1705761,2,98,2,1
sa1705762,1,98,8,8
sa1705763,9,98,8,8
sa1705764,1,9,8,1
sa1705765,2,98,2,9
sa1705766,3,2,1,8
sa1705767,3,4,2,8
sa1705768,9,99,9,7
sa1705769,2,98,2,1
sa1705770,1,5,2,8
sa1705771,,,,
sa1705772,,,,
sa1705773,,,,
sa1705774,,,,
sa1705775,,,,
sa1705776,,,,
sa1705777,,,,
sa1705778,,,,
sa1705779,,,,
sa1705780,,,,
sa1705781,1,98,4,1
sa1705782,2,98,2,1
sa1705783,1,98,8,3
sa1705784,2,98,1,1
sa1705785,1,98,8,7
sa1705786,,,,
sa1705787,,,,
sa1705788,2,98,4,1
sa1705789,,,,
sa1705790,,,,
sa1705791,,,,
sa1705792,2,98,1,7
sa1705793,2,98,1,2
sa1705794,2,98,2,3
sa1705795,2,98,1,1
sa1705796,3,4,1,7
sa1705797,,,,
sa1705798,2,98,1,1
sa1705799,9,99,4,9
sa1705800,1,9,2,3
sa1705801,3,4,2,1
sa1705802,,,,
sa1705803,,,,
sa1705804,1,98,9,7
sa1705805,,,,
sa1705806,,,,
sa1705807,4,98,9,7
sa1705808,2,98,4,1
sa1705809,1,98,8,8
sa1705810,2,98,1,3
sa1705811,2,98,9,3
sa1705812,3,6,1,7
sa1705813,2,98,4,3
sa1705814,3,4,4,8
sa1705815,1,98,8,7
sa1705816,2,98,1,1
sa1705817,3,5,1,9
sa1705818,3,98,1,8
sa1705819,1,9,9,7
sa1705820,1,4,9,7
sa1705821,3,4,2,8
sa1705822,3,4,1,7
sa1705823,9,98,8,8
sa1705824,,,,
sa1705825,,,,
sa1705826,9,98,8,8
sa1705827,,,,
sa1705828,,,,
sa1705829,,,,
sa1705830,,,,
sa1705831,,,,
sa1705832,,,,
sa1705833,,,,
sa1705834,,,,
sa1705835,,,,
sa1705836,2,98,1,7
sa1705837,,,,
sa1705838,9,98,8,7
sa1705839,,,,
sa1705840,2,98,2,3
sa1705841,9,98,9,9
sa1705842,1,98,8,8
sa1705843,9,98,9,7
sa1705844,1,98,8,8
sa1705845,3,2,1,7
sa1705846,,,,
sa1705847,,,,
sa1705848,,,,
sa1705849,1,98,8,8
sa1705850,,,,
sa1705851,,,,
sa1705852,,,,
sa1705853,,,,
sa1705854,,,,
sa1705855,,,,
sa1705856,2,98,1,1
sa1705857,2,98,2,1
sa1705858,,,,
sa1705859,,,,
sa1705860,,,,
sa1705861,3,9,9,7
sa1705862,3,6,9,7
sa1705863,2,98,1,7
sa1705864,9,98,8,9
sa1705865,9,98,8,7
sa1705866,3,99,4,7
sa1705867,3,1,1,7
sa1705868,,,,
sa1705869,3,4,9,7
sa1705870,2,98,4,1
sa1705871,,,,
sa1705872,2,98,4,7
sa1705873,2,98,1,1
sa1705874,3,2,1,7
sa1705875,4,98,9,7
sa1705876,3,4,1,7
sa1705877,9,2,9,7
sa1705878,1,9,8,8
sa1705879,2,98,9,7
sa1705880,,,,
sa1705881,,,,
sa1705882,,,,
sa1705883,1,98,1,7
sa1705884,1,98,8,8
sa1705885,,,,
sa1705886,,,,
sa1705887,,,,
sa1705888,,,,
sa1705889,9,98,9,7
sa1705890,,,,
sa1705891,1,98,8,7
sa1705892,2,98,1,1
sa1705893,2,98,2,1
sa1705894,1,98,8,8
sa1705895,1,4,4,2
sa1705896,2,98,1,1
sa1705897,9,98,9,7
sa1705898,,,,
sa1705899,2,98,1,2
sa1705900,3,98,1,7
sa1705901,,,,
sa1705902,,,,
sa1705903,,,,
sa1705904,,,,
sa1705905,,,,
sa1705906,,,,
sa1705907,,,,
sa1705908,,,,
sa1705909,,,,
sa1705910,,,,
sa1705911,2,98,4,1
sa1705912,2,9,2,7
sa1705913,3,5,4,7
sa1705914,3,4,4,7
sa1705915,9,4,9,8
sa1705916,1,98,9,7
sa1705917,,,,
sa1705918,,,,
sa1705919,,,,
sa1705920,,,,
sa1705921,,,,
sa1705922,,,,
sa1705923,,,,
sa1705924,,,,
sa1705925,,,,
sa1705926,2,9,8,8
sa1705927,2,98,1,1
sa1705928,2,4,1,1
sa1705929,3,4,1,7
sa1705930,3,4,4,7
sa1705931,1,3,2,7
sa1705932,,,,
sa1705933,,,,
sa1705934,,,,
sa1705935,1,4,8,8
sa1705936,,,,
sa1705937,2,4,1,8
sa1705938,,,,
sa1705939,,,,
sa1705940,,,,
sa1705941,,,,
sa1705942,,,,
sa1705943,,,,
sa1705944,,,,
sa1705945,,,,
sa1705946,3,4,9,8
sa1705947,,,,
sa1705948,,,,
sa1705949,,,,
sa1705950,9,99,9,9
sa1705951,3,4,1,8
sa1705952,1,98,8,7
sa1705953,1,98,8,8
sa1705954,9,98,8,7
sa1705955,3,4,9,7
sa1705956,,,,
sa1705957,,,,
sa1705958,,,,
sa1705959,,,,
sa1705960,,,,
sa1705961,,,,
sa1705962,9,98,8,8
sa1705963,,,,
sa1705964,9,98,8,8
sa1705965,3,4,2,3
sa1705966,2,98,4,1
sa1705967,1,5,8,7
sa1705968,2,98,2,1
sa1705969,2,9,9,7
sa1705970,3,5,1,8
sa1705971,9,98,9,7
sa1705972,,,,
sa1705973,,,,
sa1705974,9,98,8,9
sa1705975,,,,
sa1705976,,,,
sa1705977,2,98,9,1
sa1705978,2,98,4,7
sa1705979,2,98,4,3
sa1705980,9,98,8,2
sa1705981,1,98,9,8
sa1705982,1,4,9,8
sa1705983,3,7,1,7
sa1705984,1,98,8,7
sa1705985,1,98,8,8
sa1705986,,,,
sa1705987,,,,
sa1705988,3,4,1,8
sa1705989,,,,
sa1705990,9,98,9,8
sa1705991,,,,
sa1705992,,,,
sa1705993,,,,
sa1705994,,,,
sa1705995,,,,
sa1705996,2,98,4,8
sa1705997,,,,
sa1705998,2,98,4,2
sa1705999,,,,
sa1706000,1,98,1,8
sa1706001,,,,
sa1706002,,,,
sa1706003,,,,
sa1706004,,,,
sa1706005,2,98,1,7
sa1706006,,,,
sa1706007,9,98,8,9
sa1706008,,,,
sa1706009,2,98,9,7
sa1706010,9,5,9,9
sa1706011,3,2,1,3
sa1706012,,,,
sa1706013,2,98,2,1
sa1706014,,,,
sa1706015,2,98,2,1
sa1706016,4,98,9,7
sa1706017,4,98,9,2
sa1706018,3,4,4,7
sa1706019,4,98,2,8
sa1706020,,,,
sa1706021,,,,
sa1706022,,,,
sa1706023,,,,
sa1706024,,,,
sa1706025,,,,
sa1706026,,,,
sa1706027,,,,
sa1706028,,,,
sa1706029,,,,
sa1706030,2,98,2,1
sa1706031,3,7,1,2
sa1706032,1,98,8,7
sa1706033,2,98,9,2
sa1706034,2,98,1,7
sa1706035,3,4,9,1
sa1706036,,,,
sa1706037,,,,
sa1706038,1,98,8,8
sa1706039,2,98,1,1
sa1706040,,,,
sa1706041,,,,
sa1706042,,,,
sa1706043,,,,
sa1706044,9,98,9,8
sa1706045,2,98,4,9
sa1706046,9,98,8,8
sa1706047,2,98,2,7
sa1706048,,,,
sa1706049,2,98,1,9
sa1706050,9,4,8,9
sa1706051,2,98,9,1
sa1706052,1,9,8,1
sa1706053,2,98,1,1
sa1706054,2,98,4,7
sa1706055,,,,
sa1706056,3,99,4,7
sa1706057,2,98,9,1
sa1706058,1,9,8,8
sa1706059,2,98,4,1
sa1706060,1,98,8,8
sa1706061,,,,
sa1706062,1,98,1,3
sa1706063,2,98,2,9
sa1706064,4,98,9,9
sa1706065,1,4,1,7
sa1706066,2,98,1,1
sa1706067,,,,
sa1706068,,,,
sa1706069,,,,
sa1706070,,,,
sa1706071,9,98,9,1
sa1706072,,,,
sa1706073,,,,
sa1706074,1,98,2,8
sa1706075,4,98,9,9
sa1706076,,,,
sa1706077,2,98,2,1
sa1706078,1,4,4,9
sa1706079,4,99,1,7
sa1706080,,,,
sa1706081,1,98,8,8
sa1706082,,,,
sa1706083,2,98,1,1
sa1706084,1,4,2,3
sa1706085,3,1,1,7
sa1706086,2,98,4,1
sa1706087,3,4,2,8
sa1706088,,,,
sa1706089,,,,
sa1706090,,,,
sa1706091,,,,
sa1706092,1,9,8,8
sa1706093,,,,
sa1706094,,,,
sa1706095,4,9,2,1
sa1706096,9,98,8,1
sa1706097,2,9,1,7
sa1706098,2,98,2,1
sa1706099,1,9,1,7
sa1706100,,,,
sa1706101,,,,
sa1706102,,,,
sa1706103,,,,
sa1706104,,,,
sa1706105,,,,
sa1706106,9,98,8,9
sa1706107,,,,
sa1706108,,,,
sa1706109,,,,
sa1706110,,,,
sa1706111,,,,
sa1706112,2,98,2,3
sa1706113,3,1,1,1
sa1706114,9,98,9,1
sa1706115,,,,
sa1706116,,,,
sa1706117,2,98,9,3
sa1706118,9,98,8,8
sa1706119,2,98,4,1
sa1706120,9,99,9,8
sa1706121,2,98,1,2
sa1706122,2,98,2,1
sa1706123,1,99,8,7
sa1706124,1,98,8,7
sa1706125,,,,
sa1706126,1,98,8,8
sa1706127,,,,
sa1706128,,,,
sa1706129,,,,
sa1706130,,,,
sa1706131,,,,
sa1706132,2,98,1,1
sa1706133,3,4,2,9
sa1706134,,,,
sa1706135,1,4,8,7
sa1706136,,,,
sa1706137,,,,
sa1706138,,,,
sa1706139,2,98,2,2
sa1706140,9,99,9,9
sa1706141,2,98,1,1
sa1706142,3,4,1,7
sa1706143,4,4,2,7
sa1706144,1,98,8,8
sa1706145,3,4,2,7
sa1706146,2,98,2,1
sa1706147,1,5,1,7
sa1706148,2,98,4,1
sa1706149,2,98,9,7
sa1706150,1,5,8,7
sa1706151,2,98,1,1
sa1706152,2,98,4,1
sa1706153,9,99,8,9
sa1706154,4,4,9,7
sa1706155,,,,
sa1706156,,,,
sa1706157,,,,
sa1706158,,,,
sa1706159,,,,
sa1706160,,,,
sa1706161,,,,
sa1706162,,,,
sa1706163,,,,
sa1706164,,,,
sa1706165,4,99,8,7
sa1706166,4,4,4,7
sa1706167,9,98,9,9
sa1706168,3,4,9,8
sa1706169,9,98,9,1
sa1706170,2,98,2,1
sa1706171,,,,
sa1706172,9,98,8,8
sa1706173,,,,
sa1706174,,,,
sa1706175,,,,
sa1706176,,,,
sa1706177,,,,
sa1706178,,,,
sa1706179,,,,
sa1706180,1,98,8,1
sa1706181,4,98,4,3
sa1706182,3,7,2,1
sa1706183,2,98,4,9
sa1706184,9,98,9,7
sa1706185,3,98,2,8
sa1706186,2,98,1,7
sa1706187,1,98,8,8
sa1706188,9,98,9,9
sa1706189,1,98,8,8
sa1706190,,,,
sa1706191,,,,
sa1706192,,,,
sa1706193,,,,
sa1706194,,,,
sa1706195,,,,
sa1706196,,,,
sa1706197,1,98,8,1
sa1706198,3,5,1,8
sa1706199,9,99,8,7
sa1706200,,,,
sa1706201,9,98,8,8
sa1706202,,,,
sa1706203,,,,
sa1706204,,,,
sa1706205,,,,
sa1706206,,,,
sa1706207,3,1,1,1
sa1706208,2,98,1,7
sa1706209,9,9,8,8
sa1706210,1,98,8,8
sa1706211,2,98,2,1
sa1706212,1,98,8,8
sa1706213,4,98,9,7
sa1706214,,,,
sa1706215,,,,
sa1706216,9,98,8,8
sa1706217,9,98,8,8
sa1706218,,,,
sa1706219,3,1,1,1
sa1706220,1,7,9,7
sa1706221,2,98,1,1
sa1706222,,,,
sa1706223,1,98,9,1
sa1706224,3,2,1,3
sa1706225,,,,
sa1706226,,,,
sa1706227,,,,
sa1706228,,,,
sa1706229,,,,
sa1706230,,,,
sa1706231,,,,
sa1706232,,,,
sa1706233,,,,
sa1706234,,,,
sa1706235,,,,
sa1706236,1,4,1,7
sa1706237,1,2,1,7
sa1706238,3,4,1,9
sa1706239,1,98,8,8
sa1706240,2,98,2,1
sa1706241,,,,
sa1706242,2,98,4,3
sa1706243,1,98,8,8
sa1706244,,,,
sa1706245,2,98,1,1
sa1706246,,,,
sa1706247,,,,
sa1706248,,,,
sa1706249,,,,
sa1706250,9,99,8,7
sa1706251,,,,
sa1706252,,,,
sa1706253,1,98,8,8
sa1706254,,,,
sa1706255,,,,
sa1706256,,,,
sa1706257,,,,
sa1706258,9,98,8,7
sa1706259,,,,
sa1706260,,,,
sa1706261,2,98,2,1
sa1706262,,,,
sa1706263,,,,
sa1706264,,,,
sa1706265,,,,
sa1706266,9,98,8,8
sa1706267,,,,
sa1706268,,,,
sa1706269,1,99,8,7
sa1706270,3,4,2,7
sa1706271,2,98,9,9
sa1706272,1,98,8,7
sa1706273,9,98,8,8
sa1706274,,,,
sa1706275,,,,
sa1706276,3,98,9,1
sa1706277,,,,
sa1706278,,,,
sa1706279,2,98,9,1
sa1706280,4,98,9,9
sa1706281,9,98,8,8
sa1706282,1,98,9,3
sa1706283,,,,
sa1706284,2,98,2,1
sa1706285,1,9,8,9
sa1706286,,,,
sa1706287,,,,
sa1706288,,,,
sa1706289,,,,
sa1706290,,,,
sa1706291,9,98,8,8
sa1706292,,,,
sa1706293,,,,
sa1706294,,,,
sa1706295,,,,
sa1706296,,,,
sa1706297,9,98,9,8
sa1706298,,,,
sa1706299,,,,
sa1706300,,,,
sa1706301,1,98,8,8
sa1706302,,,,
sa1706303,,,,
sa1706304,9,98,8,9
sa1706305,1,9,8,8
sa1706306,2,98,2,1
sa1706307,1,5,8,8
sa1706308,3,4,2,8
sa1706309,3,2,1,2
sa1706310,,,,
sa1706311,,,,
sa1706312,1,5,4,1
sa1706313,,,,
sa1706314,2,98,4,8
sa1706315,,,,
sa1706316,9,98,8,8
sa1706317,,,,
sa1706318,,,,
sa1706319,,,,
sa1706320,,,,
sa1706321,,,,
sa1706322,,,,
sa1706323,,,,
sa1706324,,,,
sa1706325,,,,
sa1706326,,,,
sa1706327,1,98,8,8
sa1706328,1,98,8,8
sa1706329,4,98,8,7
sa1706330,2,98,4,2
sa1706331,9,98,8,8
sa1706332,,,,
sa1706333,2,98,1,3
sa1706334,1,98,8,7
sa1706335,1,9,8,8
sa1706336,,,,
sa1706337,3,4,1,8
sa1706338,,,,
sa1706339,2,5,1,3
sa1706340,2,98,1,3
sa1706341,3,1,1,1
sa1706342,1,9,1,7
sa1706343,9,98,9,8
sa1706344,4,98,9,9
sa1706345,9,4,9,7
sa1706346,9,99,8,8
sa1706347,4,98,1,7
sa1706348,1,9,8,8
sa1706349,2,98,1,1
sa1706350,,,,
sa1706351,3,5,2,8
sa1706352,9,98,8,7
sa1706353,1,9,8,7
sa1706354,1,98,8,8
sa1706355,2,98,2,1
sa1706356,,,,
sa1706357,,,,
sa1706358,,,,
sa1706359,4,98,8,9
sa1706360,2,4,4,3
sa1706361,2,98,9,3
sa1706362,,,,
sa1706363,3,2,1,7
sa1706364,2,98,2,1
sa1706365,9,98,9,7
sa1706366,2,98,2,8
sa1706367,,,,
sa1706368,1,9,8,7
sa1706369,1,98,2,7
sa1706370,,,,
sa1706371,,,,
sa1706372,,,,
sa1706373,,,,
sa1706374,,,,
sa1706375,,,,
sa1706376,,,,
sa1706377,,,,
sa1706378,9,98,8,7
sa1706379,,,,
sa1706380,,,,
sa1706381,2,98,1,1
sa1706382,,,,
sa1706383,4,9,4,8
sa1706384,9,98,8,9
sa1706385,,,,
sa1706386,,,,
sa1706387,3,4,1,8
sa1706388,,,,
sa1706389,2,98,9,7
sa1706390,3,5,1,8
sa1706391,1,9,8,8
sa1706392,3,99,9,1
sa1706393,2,98,2,1
sa1706394,2,98,1,3
sa1706395,,,,
sa1706396,,,,
sa1706397,,,,
sa1706398,,,,
sa1706399,2,98,1,1
sa1706400,,,,
sa1706401,,,,
sa1706402,,,,
sa1706403,,,,
sa1706404,,,,
sa1706405,9,98,8,8
sa1706406,,,,
sa1706407,,,,
sa1706408,,,,
sa1706409,1,4,2,7
sa1706410,1,9,9,7
sa1706411,1,98,8,8
sa1706412,1,4,4,1
sa1706413,9,98,9,9
sa1706414,1,9,8,7
sa1706415,,,,
sa1706416,,,,
sa1706417,,,,
sa1706418,,,,
sa1706419,3,4,1,7
sa1706420,,,,
sa1706421,,,,
sa1706422,9,98,9,3
sa1706423,,,,
sa1706424,,,,
sa1706425,1,98,8,9
sa1706426,3,4,4,7
sa1706427,1,98,4,8
sa1706428,2,98,2,7
sa1706429,1,9,8,1
sa1706430,3,3,2,7
sa1706431,,,,
sa1706432,,,,
sa1706433,2,98,1,7
sa1706434,1,5,2,3
sa1706435,3,1,1,8
sa1706436,1,99,1,9
sa1706437,,,,
sa1706438,1,4,8,7
sa1706439,9,98,8,8
sa1706440,9,98,8,1
sa1706441,3,3,1,1
sa1706442,2,98,1,1
sa1706443,2,98,2,3
sa1706444,2,98,1,8
sa1706445,9,99,9,9
sa1706446,1,3,8,1
sa1706447,,,,
sa1706448,9,98,8,9
sa1706449,,,,
sa1706450,,,,
sa1706451,,,,
sa1706452,,,,
sa1706453,,,,
sa1706454,3,99,2,7
sa1706455,,,,
sa1706456,3,4,2,7
sa1706457,2,98,1,3
sa1706458,2,98,9,1
sa1706459,2,98,9,2
sa1706460,3,4,9,8
sa1706461,9,98,9,9
sa1706462,1,98,8,8
sa1706463,2,98,9,1
sa1706464,2,98,1,1
sa1706465,1,98,8,8
sa1706466,2,98,2,3
sa1706467,2,98,4,1
sa1706468,,,,
sa1706469,2,98,1,1
sa1706470,1,9,8,7
sa1706471,,,,
sa1706472,2,98,2,3
sa1706473,,,,
sa1706474,2,98,1,1
sa1706475,2,98,1,1
sa1706476,3,4,4,7
sa1706477,1,98,9,8
sa1706478,4,98,8,8
sa1706479,,,,
sa1706480,,,,
sa1706481,,,,
sa1706482,,,,
sa1706483,,,,
sa1706484,,,,
sa1706485,,,,
sa1706486,,,,
sa1706487,,,,
sa1706488,,,,
sa1706489,,,,
sa1706490,2,98,1,1
sa1706491,,,,
sa1706492,3,1,1,7
sa1706493,,,,
sa1706494,3,4,2,7
sa1706495,,,,
sa1706496,2,98,1,1
sa1706497,2,98,1,1
sa1706498,,,,
sa1706499,,,,
sa1706500,2,98,1,1
sa1706501,3,4,1,7
sa1706502,,,,
sa1706503,1,98,2,8
sa1706504,,,,
sa1706505,2,98,1,1
sa1706506,1,98,2,3
sa1706507,,,,
sa1706508,3,4,2,7
sa1706509,1,98,8,8
sa1706510,,,,
sa1706511,1,98,8,1
sa1706512,,,,
sa1706513,,,,
sa1706514,1,98,8,7
sa1706515,9,4,1,1
sa1706516,2,98,1,7
sa1706517,2,98,9,1
sa1706518,,,,
sa1706519,,,,
sa1706520,9,98,8,9
sa1706521,,,,
sa1706522,,,,
sa1706523,9,98,8,7
sa1706524,3,4,2,8
sa1706525,,,,
sa1706526,2,98,1,7
sa1706527,3,98,2,7
sa1706528,3,4,9,7
sa1706529,2,98,2,3
sa1706530,2,98,4,1
sa1706531,4,98,9,7
sa1706532,2,98,1,2
sa1706533,1,98,8,8
sa1706534,2,98,2,1
sa1706535,1,4,8,8
sa1706536,,,,
sa1706537,,,,
sa1706538,,,,
sa1706539,,,,
sa1706540,,,,
sa1706541,,,,
sa1706542,,,,
sa1706543,,,,
sa1706544,,,,
sa1706545,,,,
sa1706546,,,,
sa1706547,,,,
sa1706548,2,98,2,9
sa1706549,,,,
sa1706550,1,98,8,9
sa1706551,,,,
sa1706552,,,,
sa1706553,1,98,8,1
sa1706554,,,,
sa1706555,9,98,9,9
sa1706556,,,,
sa1706557,,,,
sa1706558,,,,
sa1706559,,,,
sa1706560,,,,
sa1706561,,,,
sa1706562,3,99,4,7
sa1706563,,,,
sa1706564,9,98,9,8
sa1706565,4,4,2,7
sa1706566,1,98,8,8
sa1706567,,,,
sa1706568,,,,
