id,sa_fire_origin,sa_alarm_failure,sa_alarm_type,sa_impact_evacuation
sa1695412,,,,
sa1695413,2,98,1,2
sa1695414,,,,
sa1695415,1,98,8,8
sa1695416,,,,
sa1695417,2,98,9,8
sa1695418,3,5,2,8
sa1695419,9,98,9,1
sa1695420,1,4,8,7
sa1695421,,,,
sa1695422,,,,
sa1695423,,,,
sa1695424,2,98,1,7
sa1695425,2,98,2,2
sa1695426,,,,
sa1695427,2,98,2,9
sa1695428,,,,
sa1695429,,,,
sa1695430,,,,
sa1695431,,,,
sa1695432,,,,
sa1695433,,,,
sa1695434,,,,
sa1695435,,,,
sa1695436,,,,
sa1695437,,,,
sa1695438,,,,
sa1695439,2,98,9,1
sa1695440,,,,
sa1695441,3,99,1,8
sa1695442,2,98,4,9
sa1695443,,,,
sa1695444,1,98,8,8
sa1695445,1,98,8,8
sa1695446,,,,
sa1695447,,,,
sa1695448,,,,
sa1695449,2,98,4,1
sa1695450,,,,
sa1695451,,,,
sa1695452,,,,
sa1695453,,,,
sa1695454,2,98,1,2
sa1695455,,,,
sa1695456,,,,
sa1695457,,,,
sa1695458,1,98,8,8
sa1695459,9,98,2,1
sa1695460,,,,
sa1695461,,,,
sa1695462,2,98,2,1
sa1695463,,,,
sa1695464,3,4,2,2
sa1695465,,,,
sa1695466,3,4,4,7
sa1695467,,,,
sa1695468,,,,
sa1695469,,,,
sa1695470,1,98,8,7
sa1695471,,,,
sa1695472,,,,
sa1695473,,,,
sa1695474,,,,
sa1695475,,,,
sa1695476,4,98,2,2
sa1695477,,,,
sa1695478,2,98,9,9
sa1695479,,,,
sa1695480,9,98,8,7
sa1695481,2,98,9,2
sa1695482,1,9,8,7
sa1695483,1,98,9,8
sa1695484,2,98,4,2
sa1695485,2,98,1,1
sa1695486,2,98,1,7
sa1695487,,,,
sa1695488,,,,
sa1695489,,,,
sa1695490,9,98,9,8
sa1695491,,,,
sa1695492,,,,
sa1695493,2,98,4,2
sa1695494,,,,
sa1695495,,,,
sa1695496,2,98,4,3
sa1695497,,,,
sa1695498,,,,
sa1695499,2,98,2,8
sa1695500,,,,
sa1695501,,,,
sa1695502,,,,
sa1695503,2,98,1,1
sa1695504,2,98,1,1
sa1695505,,,,
sa1695506,,,,
sa1695507,2,98,2,1
sa1695508,,,,
sa1695509,,,,
sa1695510,,,,
sa1695511,,,,
sa1695512,,,,
sa1695513,2,98,2,2
sa1695514,,,,
sa1695515,3,8,2,2
sa1695516,1,3,8,8
sa1695517,3,4,4,8
sa1695518,,,,
sa1695519,,,,
sa1695520,2,98,1,2
sa1695521,9,98,8,3
sa1695522,1,98,8,8
sa1695523,2,98,1,1
sa1695524,2,98,2,1
sa1695525,3,4,4,7
sa1695526,,,,
sa1695527,,,,
sa1695528,2,98,4,3
sa1695529,,,,
sa1695530,2,98,4,9
sa1695531,,,,
sa1695532,,,,
sa1695533,,,,
sa1695534,9,98,8,8
sa1695535,4,98,9,7
sa1695536,,,,
sa1695537,,,,
sa1695538,2,98,4,3
sa1695539,,,,
sa1695540,9,99,9,9
sa1695541,,,,
sa1695542,,,,
sa1695543,,,,
sa1695544,2,98,4,9
sa1695545,,,,
sa1695546,,,,
sa1695547,,,,
sa1695548,,,,
sa1695549,,,,
sa1695550,1,98,4,7
sa1695551,,,,
sa1695552,1,98,4,7
sa1695553,2,98,4,9
sa1695554,,,,
sa1695555,,,,
sa1695556,,,,
sa1695557,,,,
sa1695558,,,,
sa1695559,,,,
sa1695560,,,,
sa1695561,,,,
sa1695562,1,99,2,8
sa1695563,,,,
sa1695564,2,98,4,1
sa1695565,,,,
sa1695566,,,,
sa1695567,,,,
sa1695568,,,,
sa1695569,,,,
sa1695570,,,,
sa1695571,1,98,8,8
sa1695572,,,,
sa1695573,,,,
sa1695574,,,,
sa1695575,3,7,4,7
sa1695576,,,,
sa1695577,,,,
sa1695578,,,,
sa1695579,9,98,9,7
sa1695580,2,98,4,3
sa1695581,3,9,4,7
sa1695582,,,,
sa1695583,2,98,4,9
sa1695584,3,4,4,7
sa1695585,,,,
sa1695586,4,98,4,9
sa1695587,,,,
sa1695588,1,5,2,2
sa1695589,2,98,4,1
sa1695590,,,,
sa1695591,2,98,9,9
sa1695592,2,98,2,3
sa1695593,,,,
sa1695594,2,98,2,1
sa1695595,,,,
sa1695596,,,,
sa1695597,2,98,2,1
sa1695598,9,98,8,8
sa1695599,9,98,8,8
sa1695600,2,98,4,7
sa1695601,1,98,9,3
sa1695602,2,98,2,8
sa1695603,,,,
sa1695604,2,98,1,1
sa1695605,2,98,4,1
sa1695606,2,98,2,1
sa1695607,,,,
sa1695608,2,98,4,3
sa1695609,4,98,1,1
sa1695610,2,98,1,1
sa1695611,,,,
sa1695612,,,,
sa1695613,,,,
sa1695614,,,,
sa1695615,2,98,9,9
sa1695616,,,,
sa1695617,1,99,9,1
sa1695618,1,4,1,8
sa1695619,2,98,1,1
sa1695620,,,,
sa1695621,,,,
sa1695622,2,98,9,2
sa1695623,1,98,8,8
sa1695624,4,98,1,7
sa1695625,,,,
sa1695626,2,98,2,8
sa1695627,,,,
sa1695628,,,,
sa1695629,,,,
sa1695630,,,,
sa1695631,,,,
sa1695632,2,98,4,2
sa1695633,,,,
sa1695634,2,98,2,9
sa1695635,3,9,2,7
sa1695636,,,,
sa1695637,,,,
sa1695638,,,,
sa1695639,,,,
sa1695640,2,98,2,9
sa1695641,1,1,1,7
sa1695642,4,98,4,2
sa1695643,,,,
sa1695644,,,,
sa1695645,9,98,8,8
sa1695646,9,98,8,7
sa1695647,,,,
sa1695648,2,98,1,8
sa1695649,9,98,8,8
sa1695650,2,98,2,7
sa1695651,1,5,8,8
sa1695652,,,,
sa1695653,2,98,4,2
sa1695654,1,98,8,2
sa1695655,,,,
sa1695656,,,,
sa1695657,2,98,2,1
sa1695658,2,98,4,2
sa1695659,,,,
sa1695660,1,98,8,8
sa1695661,,,,
sa1695662,,,,
sa1695663,,,,
sa1695664,,,,
sa1695665,,,,
sa1695666,,,,
sa1695667,,,,
sa1695668,2,98,9,2
sa1695669,1,98,8,7
sa1695670,,,,
sa1695671,1,98,8,8
sa1695672,,,,
sa1695673,2,98,1,8
sa1695674,,,,
sa1695675,,,,
sa1695676,9,99,8,9
sa1695677,3,4,2,7
sa1695678,2,98,4,2
sa1695679,,,,
sa1695680,2,98,4,1
sa1695681,4,98,1,8
sa1695682,,,,
sa1695683,3,99,1,7
sa1695684,9,98,8,8
sa1695685,2,98,4,2
sa1695686,,,,
sa1695687,1,98,8,8
sa1695688,2,98,2,1
sa1695689,,,,
sa1695690,2,98,1,1
sa1695691,9,98,8,8
sa1695692,,,,
sa1695693,2,98,1,1
sa1695694,2,98,4,3
sa1695695,,,,
sa1695696,2,98,4,2
sa1695697,2,98,2,1
sa1695698,,,,
sa1695699,,,,
sa1695700,,,,
sa1695701,,,,
sa1695702,,,,
sa1695703,,,,
sa1695704,2,98,2,9
sa1695705,,,,
sa1695706,,,,
sa1695707,1,98,9,9
sa1695708,,,,
sa1695709,9,98,8,9
sa1695710,,,,
sa1695711,2,98,1,7
sa1695712,,,,
sa1695713,1,9,1,7
sa1695714,2,98,4,1
sa1695715,2,98,1,7
sa1695716,9,98,9,9
sa1695717,,,,
sa1695718,3,4,4,7
sa1695719,1,5,8,8
sa1695720,,,,
sa1695721,,,,
sa1695722,2,98,2,2
sa1695723,2,98,4,2
sa1695724,,,,
sa1695725,,,,
sa1695726,3,98,4,3
sa1695727,2,98,1,8
sa1695728,1,98,8,1
sa1695729,2,98,2,7
sa1695730,1,98,8,8
sa1695731,2,98,1,8
sa1695732,2,98,4,7
sa1695733,2,98,4,2
sa1695734,4,98,2,2
sa1695735,,,,
sa1695736,1,4,2,1
sa1695737,2,98,4,2
sa1695738,2,98,4,1
sa1695739,,,,
sa1695740,,,,
sa1695741,,,,
sa1695742,4,5,4,9
sa1695743,9,98,8,2
sa1695744,3,99,1,1
sa1695745,9,98,9,8
sa1695746,9,98,8,8
sa1695747,1,98,8,1
sa1695748,1,9,8,7
sa1695749,2,98,2,7
sa1695750,,,,
sa1695751,,,,
sa1695752,2,98,2,3
sa1695753,4,98,1,7
sa1695754,2,98,4,9
sa1695755,1,3,2,1
sa1695756,,,,
sa1695757,9,98,1,3
sa1695758,2,98,1,7
sa1695759,,,,
sa1695760,,,,
sa1695761,,,,
sa1695762,9,98,8,7
sa1695763,2,98,4,7
sa1695764,2,98,4,9
sa1695765,3,1,1,8
sa1695766,9,4,2,8
sa1695767,,,,
sa1695768,,,,
sa1695769,2,98,4,1
sa1695770,,,,
sa1695771,4,4,8,7
sa1695772,,,,
sa1695773,,,,
sa1695774,3,4,9,7
sa1695775,,,,
sa1695776,3,4,4,7
sa1695777,,,,
sa1695778,2,98,1,1
sa1695779,1,9,8,8
sa1695780,,,,
sa1695781,2,98,4,1
sa1695782,1,4,8,8
sa1695783,,,,
sa1695784,1,98,8,8
sa1695785,,,,
sa1695786,1,98,8,7
sa1695787,,,,
sa1695788,,,,
sa1695789,,,,
sa1695790,3,4,4,2
sa1695791,,,,
sa1695792,2,98,1,1
sa1695793,2,98,9,7
sa1695794,,,,
sa1695795,2,98,2,3
sa1695796,2,98,2,3
sa1695797,2,98,2,7
sa1695798,9,98,8,8
sa1695799,1,98,8,8
sa1695800,3,2,1,7
sa1695801,2,98,2,2
sa1695802,,,,
sa1695803,,,,
sa1695804,,,,
sa1695805,,,,
sa1695806,,,,
sa1695807,9,98,8,9
sa1695808,,,,
sa1695809,,,,
sa1695810,,,,
sa1695811,,,,
sa1695812,,,,
sa1695813,,,,
sa1695814,,,,
sa1695815,1,9,8,7
sa1695816,,,,
sa1695817,,,,
sa1695818,,,,
sa1695819,,,,
sa1695820,1,99,8,7
sa1695821,,,,
sa1695822,4,98,8,8
sa1695823,1,9,8,7
sa1695824,4,98,9,8
sa1695825,2,98,1,1
sa1695826,,,,
sa1695827,,,,
sa1695828,1,98,8,8
sa1695829,9,98,9,2
sa1695830,,,,
sa1695831,,,,
sa1695832,,,,
sa1695833,,,,
sa1695834,,,,
sa1695835,,,,
sa1695836,,,,
sa1695837,,,,
sa1695838,4,98,9,3
sa1695839,2,98,2,3
sa1695840,1,98,8,1
sa1695841,,,,
sa1695842,2,98,2,1
sa1695843,,,,
sa1695844,,,,
sa1695845,,,,
sa1695846,1,4,9,8
sa1695847,2,98,4,1
sa1695848,,,,
sa1695849,,,,
sa1695850,,,,
sa1695851,,,,
sa1695852,,,,
sa1695853,1,98,8,8
sa1695854,,,,
sa1695855,2,98,4,1
sa1695856,,,,
sa1695857,2,98,1,1
sa1695858,1,98,9,1
sa1695859,,,,
sa1695860,,,,
sa1695861,,,,
sa1695862,2,98,9,2
sa1695863,,,,
sa1695864,,,,
sa1695865,,,,
sa1695866,,,,
sa1695867,,,,
sa1695868,2,98,4,3
sa1695869,9,98,9,7
sa1695870,,,,
sa1695871,,,,
sa1695872,2,98,2,1
sa1695873,9,98,9,7
sa1695874,2,98,1,1
sa1695875,1,9,8,7
sa1695876,,,,
sa1695877,2,98,2,1
sa1695878,1,99,8,7
sa1695879,,,,
sa1695880,4,9,1,9
sa1695881,2,98,4,1
sa1695882,2,98,4,1
sa1695883,1,98,8,8
sa1695884,,,,
sa1695885,,,,
sa1695886,2,98,1,2
sa1695887,2,98,9,2
sa1695888,2,98,2,9
sa1695889,2,98,2,9
sa1695890,,,,
sa1695891,,,,
sa1695892,,,,
sa1695893,2,98,4,2
sa1695894,,,,
sa1695895,,,,
sa1695896,,,,
sa1695897,,,,
sa1695898,,,,
sa1695899,,,,
sa1695900,,,,
sa1695901,,,,
sa1695902,,,,
sa1695903,,,,
sa1695904,2,98,1,7
sa1695905,,,,
sa1695906,,,,
sa1695907,2,98,2,2
sa1695908,,,,
sa1695909,2,98,1,1
sa1695910,,,,
sa1695911,2,98,1,1
sa1695912,1,98,8,7
sa1695913,2,98,9,1
sa1695914,2,98,9,9
sa1695915,4,98,2,1
sa1695916,,,,
sa1695917,,,,
sa1695918,,,,
sa1695919,2,98,2,1
sa1695920,1,98,8,7
sa1695921,,,,
sa1695922,,,,
sa1695923,2,98,2,8
sa1695924,,,,
sa1695925,,,,
sa1695926,,,,
sa1695927,9,98,8,7
sa1695928,,,,
sa1695929,3,4,4,7
sa1695930,2,98,4,1
sa1695931,,,,
sa1695932,9,98,8,8
sa1695933,,,,
sa1695934,,,,
sa1695935,2,98,4,3
sa1695936,2,98,9,9
sa1695937,,,,
sa1695938,1,9,8,7
sa1695939,,,,
sa1695940,,,,
sa1695941,,,,
sa1695942,2,98,1,2
sa1695943,1,98,8,8
sa1695944,,,,
sa1695945,1,98,9,7
sa1695946,,,,
sa1695947,,,,
sa1695948,,,,
sa1695949,,,,
sa1695950,,,,
sa1695951,,,,
sa1695952,1,98,8,3
sa1695953,1,98,8,8
sa1695954,1,9,4,7
sa1695955,2,98,2,9
sa1695956,,,,
sa1695957,,,,
sa1695958,,,,
sa1695959,1,9,8,7
sa1695960,,,,
sa1695961,,,,
sa1695962,,,,
sa1695963,1,98,9,7
sa1695964,,,,
sa1695965,,,,
sa1695966,,,,
sa1695967,,,,
sa1695968,,,,
sa1695969,,,,
sa1695970,,,,
sa1695971,,,,
sa1695972,2,98,4,1
sa1695973,,,,
sa1695974,9,98,8,8
sa1695975,,,,
sa1695976,,,,
sa1695977,,,,
sa1695978,,,,
sa1695979,,,,
sa1695980,,,,
sa1695981,,,,
sa1695982,9,98,9,9
sa1695983,,,,
sa1695984,9,98,8,8
sa1695985,,,,
sa1695986,,,,
sa1695987,2,98,2,1
sa1695988,,,,
sa1695989,2,98,4,1
sa1695990,2,98,9,9
sa1695991,,,,
sa1695992,,,,
sa1695993,3,99,2,2
sa1695994,,,,
sa1695995,,,,
sa1695996,2,98,4,9
sa1695997,,,,
sa1695998,,,,
sa1695999,,,,
sa1696000,3,4,2,3
sa1696001,,,,
sa1696002,2,98,4,1
sa1696003,2,98,1,8
sa1696004,,,,
sa1696005,,,,
sa1696006,2,98,9,1
sa1696007,,,,
sa1696008,,,,
sa1696009,,,,
sa1696010,,,,
sa1696011,,,,
sa1696012,3,3,4,7
sa1696013,1,98,9,1
sa1696014,3,5,1,7
sa1696015,,,,
sa1696016,,,,
sa1696017,2,98,4,1
sa1696018,,,,
sa1696019,,,,
sa1696020,1,98,8,7
sa1696021,,,,
sa1696022,,,,
sa1696023,,,,
sa1696024,3,4,1,1
sa1696025,,,,
sa1696026,2,98,2,1
sa1696027,,,,
sa1696028,1,98,8,8
sa1696029,,,,
sa1696030,,,,
sa1696031,4,98,9,2
sa1696032,9,98,8,2
sa1696033,,,,
sa1696034,,,,
sa1696035,9,98,8,9
sa1696036,1,98,8,8
sa1696037,2,98,9,3
sa1696038,1,9,8,7
sa1696039,,,,
sa1696040,,,,
sa1696041,2,98,1,1
sa1696042,,,,
sa1696043,,,,
sa1696044,2,98,2,3
sa1696045,,,,
sa1696046,2,98,1,9
sa1696047,,,,
sa1696048,9,99,9,3
sa1696049,,,,
sa1696050,2,98,2,2
sa1696051,2,98,4,2
sa1696052,2,98,4,3
sa1696053,,,,
sa1696054,,,,
sa1696055,,,,
sa1696056,2,98,4,1
sa1696057,2,98,4,1
sa1696058,,,,
sa1696059,4,98,9,7
sa1696060,1,9,4,9
sa1696061,,,,
sa1696062,,,,
sa1696063,,,,
sa1696064,,,,
sa1696065,2,98,9,3
sa1696066,,,,
sa1696067,2,98,2,1
sa1696068,,,,
sa1696069,,,,
sa1696070,,,,
sa1696071,3,5,1,7
sa1696072,,,,
sa1696073,1,98,8,8
sa1696074,,,,
sa1696075,1,5,8,2
sa1696076,,,,
sa1696077,,,,
sa1696078,,,,
sa1696079,,,,
sa1696080,,,,
sa1696081,,,,
sa1696082,,,,
sa1696083,,,,
sa1696084,1,98,8,8
sa1696085,1,4,4,8
sa1696086,2,98,1,8
sa1696087,,,,
sa1696088,2,98,4,8
sa1696089,2,98,9,7
sa1696090,,,,
sa1696091,,,,
sa1696092,2,98,2,1
sa1696093,2,98,1,9
sa1696094,2,98,9,1
sa1696095,,,,
sa1696096,1,98,8,7
sa1696097,,,,
sa1696098,,,,
sa1696099,,,,
sa1696100,,,,
sa1696101,1,98,8,8
sa1696102,2,98,1,2
sa1696103,,,,
sa1696104,4,98,9,7
sa1696105,,,,
sa1696106,,,,
sa1696107,2,98,4,2
sa1696108,9,98,8,8
sa1696109,,,,
sa1696110,,,,
sa1696111,,,,
sa1696112,,,,
sa1696113,,,,
sa1696114,,,,
sa1696115,2,98,4,8
sa1696116,,,,
sa1696117,,,,
sa1696118,4,99,9,9
sa1696119,9,98,8,8
sa1696120,,,,
sa1696121,,,,
sa1696122,3,98,4,8
sa1696123,,,,
sa1696124,,,,
sa1696125,2,98,4,3
sa1696126,,,,
sa1696127,,,,
sa1696128,2,98,1,1
sa1696129,2,98,1,9
sa1696130,,,,
sa1696131,,,,
sa1696132,4,98,2,3
sa1696133,,,,
sa1696134,,,,
sa1696135,,,,
sa1696136,,,,
sa1696137,,,,
sa1696138,,,,
sa1696139,,,,
sa1696140,9,4,9,9
sa1696141,1,98,8,8
sa1696142,,,,
sa1696143,,,,
sa1696144,,,,
sa1696145,2,98,1,1
sa1696146,1,98,8,1
sa1696147,1,98,8,8
sa1696148,9,5,9,7
sa1696149,,,,
sa1696150,2,98,4,1
sa1696151,2,98,4,2
sa1696152,3,5,4,7
sa1696153,1,5,8,8
sa1696154,,,,
sa1696155,2,98,1,1
sa1696156,,,,
sa1696157,,,,
sa1696158,,,,
sa1696159,2,98,4,1
sa1696160,,,,
sa1696161,,,,
sa1696162,,,,
sa1696163,,,,
sa1696164,,,,
sa1696165,2,98,4,8
sa1696166,2,98,9,1
sa1696167,,,,
sa1696168,1,98,8,8
sa1696169,1,98,8,8
sa1696170,2,98,2,1
sa1696171,3,4,1,7
sa1696172,9,4,8,8
sa1696173,,,,
sa1696174,3,5,1,7
sa1696175,2,98,1,1
sa1696176,2,98,4,9
sa1696177,,,,
sa1696178,2,98,9,9
sa1696179,2,98,9,1
sa1696180,,,,
sa1696181,,,,
sa1696182,,,,
sa1696183,3,98,4,7
sa1696184,3,99,1,7
sa1696185,2,98,1,3
sa1696186,1,98,8,8
sa1696187,2,5,1,7
sa1696188,9,98,9,1
sa1696189,,,,
sa1696190,1,98,8,2
sa1696191,,,,
sa1696192,9,98,8,8
sa1696193,,,,
sa1696194,2,5,1,7
sa1696195,,,,
sa1696196,9,99,9,7
sa1696197,9,98,1,7
sa1696198,,,,
sa1696199,,,,
sa1696200,,,,
sa1696201,,,,
sa1696202,,,,
sa1696203,,,,
sa1696204,2,98,4,1
sa1696205,,,,
sa1696206,,,,
sa1696207,,,,
sa1696208,,,,
sa1696209,,,,
sa1696210,,,,
sa1696211,,,,
sa1696212,2,98,4,1
sa1696213,,,,
sa1696214,1,98,9,3
sa1696215,,,,
sa1696216,2,98,9,1
sa1696217,,,,
sa1696218,,,,
sa1696219,2,98,4,2
sa1696220,2,98,4,9
sa1696221,,,,
sa1696222,2,98,4,4
sa1696223,1,4,9,7
sa1696224,9,98,8,3
sa1696225,,,,
sa1696226,,,,
sa1696227,,,,
sa1696228,2,98,4,8
sa1696229,9,98,8,7
sa1696230,,,,
sa1696231,,,,
sa1696232,1,98,9,9
sa1696233,,,,
sa1696234,1,98,8,7
sa1696235,1,99,9,8
sa1696236,,,,
sa1696237,,,,
sa1696238,2,98,2,1
sa1696239,,,,
sa1696240,,,,
sa1696241,,,,
sa1696242,1,98,8,8
sa1696243,,,,
sa1696244,1,5,8,7
sa1696245,,,,
sa1696246,,,,
sa1696247,,,,
sa1696248,2,98,1,1
sa1696249,1,98,8,8
sa1696250,,,,
sa1696251,9,4,1,1
sa1696252,,,,
sa1696253,2,98,1,7
sa1696254,,,,
sa1696255,9,98,4,9
sa1696256,,,,
sa1696257,1,98,8,8
sa1696258,,,,
sa1696259,1,1,1,7
sa1696260,,,,
sa1696261,2,98,1,3
sa1696262,,,,
sa1696263,9,98,8,2
sa1696264,9,98,8,7
sa1696265,,,,
sa1696266,1,98,9,8
sa1696267,,,,
sa1696268,2,98,4,1
sa1696269,,,,
sa1696270,,,,
sa1696271,2,98,2,3
sa1696272,,,,
sa1696273,2,98,4,2
sa1696274,1,5,8,8
sa1696275,,,,
sa1696276,1,98,9,8
sa1696277,,,,
sa1696278,,,,
sa1696279,2,98,2,1
sa1696280,2,9,4,2
sa1696281,,,,
sa1696282,2,98,2,9
sa1696283,,,,
sa1696284,,,,
sa1696285,,,,
sa1696286,,,,
sa1696287,,,,
sa1696288,2,98,4,2
sa1696289,,,,
sa1696290,,,,
sa1696291,,,,
sa1696292,2,98,4,2
sa1696293,,,,
sa1696294,,,,
sa1696295,2,9,2,1
sa1696296,,,,
sa1696297,2,98,1,1
sa1696298,,,,
sa1696299,1,98,8,7
sa1696300,1,98,8,7
sa1696301,,,,
sa1696302,,,,
sa1696303,2,98,9,7
sa1696304,3,5,9,7
sa1696305,,,,
sa1696306,1,99,8,9
sa1696307,,,,
sa1696308,,,,
sa1696309,,,,
sa1696310,,,,
sa1696311,2,98,2,2
sa1696312,,,,
sa1696313,,,,
sa1696314,,,,
sa1696315,,,,
sa1696316,,,,
sa1696317,2,98,2,3
sa1696318,1,9,8,7
sa1696319,,,,
sa1696320,2,98,1,1
sa1696321,1,98,8,8
sa1696322,4,4,9,7
sa1696323,2,98,4,1
sa1696324,,,,
sa1696325,,,,
sa1696326,2,98,1,8
sa1696327,4,98,1,8
sa1696328,2,98,2,3
sa1696329,2,98,4,9
sa1696330,,,,
sa1696331,2,98,9,8
sa1696332,,,,
sa1696333,,,,
sa1696334,,,,
sa1696335,,,,
sa1696336,2,98,9,1
sa1696337,2,98,1,1
sa1696338,,,,
sa1696339,,,,
sa1696340,,,,
sa1696341,,,,
sa1696342,4,98,2,1
sa1696343,4,4,9,7
sa1696344,,,,
sa1696345,2,98,2,9
sa1696346,4,98,9,7
sa1696347,,,,
sa1696348,,,,
sa1696349,,,,
sa1696350,1,98,8,8
sa1696351,,,,
sa1696352,2,98,1,1
sa1696353,,,,
sa1696354,,,,
sa1696355,4,98,1,2
sa1696356,,,,
sa1696357,2,98,1,1
sa1696358,,,,
sa1696359,,,,
sa1696360,2,98,2,1
sa1696361,9,4,9,7
sa1696362,1,98,9,7
sa1696363,,,,
sa1696364,,,,
sa1696365,,,,
sa1696366,,,,
sa1696367,,,,
sa1696368,1,9,8,8
sa1696369,,,,
sa1696370,,,,
sa1696371,,,,
sa1696372,2,98,4,2
sa1696373,2,98,2,7
sa1696374,9,99,9,7
sa1696375,,,,
sa1696376,2,98,9,9
sa1696377,,,,
sa1696378,,,,
sa1696379,9,98,8,8
sa1696380,2,98,9,8
sa1696381,,,,
sa1696382,,,,
sa1696383,,,,
sa1696384,9,98,8,7
sa1696385,3,4,4,8
sa1696386,,,,
sa1696387,,,,
sa1696388,1,5,1,7
sa1696389,,,,
sa1696390,,,,
sa1696391,3,99,4,7
sa1696392,,,,
sa1696393,,,,
sa1696394,,,,
sa1696395,,,,
sa1696396,1,98,8,8
sa1696397,,,,
sa1696398,,,,
sa1696399,2,98,1,7
sa1696400,2,98,1,1
sa1696401,,,,
sa1696402,1,99,8,8
sa1696403,,,,
sa1696404,1,98,9,9
sa1696405,,,,
sa1696406,2,98,9,1
sa1696407,1,9,8,8
sa1696408,1,9,8,7
sa1696409,,,,
sa1696410,,,,
sa1696411,,,,
sa1696412,,,,
sa1696413,,,,
sa1696414,,,,
sa1696415,2,98,4,8
sa1696416,2,98,1,1
sa1696417,,,,
sa1696418,,,,
sa1696419,2,98,1,2
sa1696420,,,,
sa1696421,2,98,1,2
sa1696422,4,98,2,7
sa1696423,,,,
sa1696424,,,,
sa1696425,,,,
sa1696426,,,,
sa1696427,3,99,9,7
sa1696428,2,5,1,7
sa1696429,1,98,8,1
sa1696430,,,,
sa1696431,,,,
sa1696432,,,,
sa1696433,,,,
sa1696434,,,,
sa1696435,2,98,1,7
sa1696436,,,,
sa1696437,3,99,1,8
sa1696438,9,4,8,8
sa1696439,,,,
sa1696440,1,98,8,7
sa1696441,,,,
sa1696442,,,,
sa1696443,1,5,8,2
sa1696444,,,,
sa1696445,,,,
sa1696446,,,,
sa1696447,2,98,2,1
sa1696448,2,98,4,1
sa1696449,,,,
sa1696450,,,,
sa1696451,,,,
sa1696452,2,98,2,1
sa1696453,2,98,4,1
sa1696454,1,98,8,8
sa1696455,,,,
sa1696456,,,,
sa1696457,9,98,8,1
sa1696458,1,99,8,8
sa1696459,1,98,8,8
sa1696460,,,,
sa1696461,,,,
sa1696462,2,98,4,3
sa1696463,2,98,2,2
sa1696464,3,99,2,7
sa1696465,9,4,9,7
sa1696466,,,,
sa1696467,1,98,9,8
sa1696468,9,98,9,8
sa1696469,9,98,8,9
sa1696470,3,4,1,2
sa1696471,4,98,9,1
sa1696472,,,,
sa1696473,,,,
sa1696474,,,,
sa1696475,2,98,2,3
sa1696476,,,,
sa1696477,1,98,8,8
sa1696478,,,,
sa1696479,1,9,8,7
sa1696480,,,,
sa1696481,,,,
sa1696482,,,,
sa1696483,,,,
sa1696484,2,98,4,2
sa1696485,3,99,1,2
sa1696486,,,,
sa1696487,,,,
sa1696488,,,,
sa1696489,,,,
sa1696490,,,,
sa1696491,2,98,2,1
sa1696492,2,98,2,9
sa1696493,,,,
sa1696494,,,,
sa1696495,3,2,1,9
sa1696496,2,98,4,1
sa1696497,1,98,8,7
sa1696498,2,98,9,1
sa1696499,2,98,1,9
sa1696500,3,99,1,8
sa1696501,2,4,9,8
sa1696502,,,,
sa1696503,1,98,8,7
sa1696504,1,98,8,7
sa1696505,2,98,2,7
sa1696506,,,,
sa1696507,,,,
sa1696508,1,9,8,7
sa1696509,,,,
sa1696510,,,,
sa1696511,,,,
sa1696512,3,98,1,8
sa1696513,3,98,1,8
sa1696514,,,,
sa1696515,,,,
sa1696516,,,,
sa1696517,2,98,1,7
sa1696518,,,,
sa1696519,2,98,2,2
sa1696520,,,,
sa1696521,1,98,8,7
sa1696522,,,,
sa1696523,,,,
sa1696524,,,,
sa1696525,2,98,2,2
sa1696526,9,98,2,3
sa1696527,2,98,2,7
sa1696528,3,99,9,7
sa1696529,2,98,2,9
sa1696530,2,98,2,1
sa1696531,1,9,8,2
sa1696532,2,98,1,2
sa1696533,,,,
sa1696534,,,,
sa1696535,,,,
sa1696536,,,,
sa1696537,,,,
sa1696538,,,,
sa1696539,,,,
sa1696540,,,,
sa1696541,1,98,8,7
sa1696542,2,98,2,2
sa1696543,1,9,8,8
sa1696544,2,98,4,9
sa1696545,2,98,2,7
sa1696546,,,,
sa1696547,,,,
sa1696548,,,,
sa1696549,,,,
sa1696550,1,98,8,7
sa1696551,,,,
sa1696552,,,,
sa1696553,,,,
sa1696554,,,,
sa1696555,9,98,8,8
sa1696556,3,4,4,7
sa1696557,2,98,4,3
sa1696558,2,98,9,1
sa1696559,2,98,9,2
sa1696560,,,,
sa1696561,,,,
sa1696562,,,,
sa1696563,,,,
sa1696564,,,,
sa1696565,1,9,8,7
sa1696566,1,98,9,9
sa1696567,3,5,9,7
sa1696568,,,,
sa1696569,,,,
sa1696570,,,,
sa1696571,,,,
sa1696572,,,,
sa1696573,,,,
sa1696574,,,,
sa1696575,,,,
sa1696576,,,,
sa1696577,,,,
sa1696578,,,,
sa1696579,,,,
sa1696580,,,,
sa1696581,,,,
sa1696582,3,9,4,7
sa1696583,,,,
sa1696584,4,5,2,7
sa1696585,,,,
sa1696586,,,,
sa1696587,1,3,9,7
sa1696588,,,,
sa1696589,,,,
sa1696590,1,98,8,7
sa1696591,,,,
sa1696592,4,98,4,1
sa1696593,2,98,9,7
sa1696594,2,98,4,1
sa1696595,,,,
